Id;Player 1;Player 2;Player 3;Player 4;Player 5;Player 6;Player 7;Player 8;Player 9;Player 10;Player 11;Player 12;Player 13;Player 14;Player 15;Player 16;Player 17;Player 18;Player 19;Player 20;Player 21;Player 22;Player 23;Player 24;Player 25;Player 26;Player 27;Player 28;Player 29;Player 30;Player 31;Player 32;Shirt number 1;Shirt number 2;Shirt number 3;Shirt number 4;Shirt number 5;Shirt number 6;Shirt number 7;Shirt number 8;Shirt number 9;Shirt number 10;Shirt number 11;Shirt number 12;Shirt number 13;Shirt number 14;Shirt number 15;Shirt number 16;Shirt number 17;Shirt number 18;Shirt number 19;Shirt number 20;Shirt number 21;Shirt number 22;Shirt number 23;Shirt number 24;Shirt number 25;Shirt number 26;Shirt number 27;Shirt number 28;Shirt number 29;Shirt number 30;Shirt number 31;Shirt number 32;Total Players
20;105049;32828;111174;39730;37850;39324;107541;57031;40284;33799;105047;105048;107142;32827;40957;59997;36213;59770;105046;107224;116252;116253;57032;0;0;0;0;0;0;0;0;0;1;3;14;2;15;19;13;20;7;17;11;12;23;4;16;5;18;8;10;6;9;22;21;0;0;0;0;0;0;0;0;0;23
21;46604;40742;37817;58632;58634;35502;58636;41124;102526;34813;102945;46602;116353;105051;43423;116356;46603;40740;112377;116354;35289;37818;116355;0;0;0;0;0;0;0;0;0;12;3;15;4;6;10;22;8;9;7;19;1;23;5;17;2;13;14;18;16;21;11;20;0;0;0;0;0;0;0;0;0;23
22;300928;369284;367164;374451;300855;372801;374452;267874;299576;319160;302120;304756;367172;378474;364990;378473;305006;367167;376222;321854;367168;297306;299235;0;0;0;0;0;0;0;0;0;1;5;2;21;4;8;17;10;7;13;9;22;12;6;3;23;16;15;20;14;18;19;11;0;0;0;0;0;0;0;0;0;23
23;44104;112095;4655;100509;35514;39230;101386;43206;34892;42888;103892;40520;101880;116397;112096;104158;107147;104170;112098;116432;107412;35518;107209;0;0;0;0;0;0;0;0;0;1;4;5;23;13;6;20;8;10;7;14;12;16;17;2;3;18;22;19;15;21;11;9;0;0;0;0;0;0;0;0;0;23
24;39193;107535;43540;47807;40119;34098;38345;47396;38439;36625;36817;105080;113596;35509;105081;40856;43034;43135;110675;107479;39231;46836;104749;0;0;0;0;0;0;0;0;0;23;6;21;13;22;10;19;11;4;7;17;12;1;5;18;2;3;8;15;20;16;14;9;0;0;0;0;0;0;0;0;0;23
26;306192;308698;366165;300663;378199;308700;378200;366168;308701;308838;364584;301818;366093;299989;302627;366115;367198;301017;305364;377251;270033;300424;325475;0;0;0;0;0;0;0;0;0;12;6;3;22;15;8;2;14;7;23;10;1;20;4;21;18;16;17;9;5;13;19;11;0;0;0;0;0;0;0;0;0;23
27;36343;116103;112391;105014;37829;116102;101842;39957;46544;37830;112395;59970;116100;43414;57316;112393;46545;102626;103890;46546;103925;116104;100457;0;0;0;0;0;0;0;0;0;13;4;15;2;3;7;6;11;20;10;9;23;1;5;21;14;8;18;22;17;19;12;16;0;0;0;0;0;0;0;0;0;23
28;45307;40097;36358;35232;41303;37496;59817;105056;43266;46599;36797;36857;39330;36795;59996;45032;57398;112389;107429;44770;59657;59816;61726;0;0;0;0;0;0;0;0;0;12;4;19;15;3;17;22;20;21;10;11;1;13;5;23;2;6;8;18;9;14;16;7;0;0;0;0;0;0;0;0;0;23
29;105067;112083;112084;58616;40472;9317;39639;113339;46844;112085;107854;39650;42450;44612;59548;36832;35219;58617;116229;116431;101097;42067;102566;0;0;0;0;0;0;0;0;0;1;14;17;2;3;10;8;21;11;19;18;12;23;4;22;7;15;16;6;13;5;20;9;0;0;0;0;0;0;0;0;0;23
30;34431;35498;40838;45953;59741;42602;4616;38261;43374;112079;106785;42499;116374;103325;31060;116375;112076;105073;112080;101531;113340;101537;110837;0;0;0;0;0;0;0;0;0;12;5;20;2;11;6;14;7;10;22;9;1;23;3;17;4;15;16;13;19;21;8;18;0;0;0;0;0;0;0;0;0;23
31;267922;305733;323818;308987;301521;378507;301091;322028;292343;303983;369529;378506;378577;309125;378508;375480;301688;323819;367197;369482;369944;374206;301506;0;0;0;0;0;0;0;0;0;1;5;4;2;8;21;10;19;18;20;7;16;12;14;13;3;23;9;6;11;15;17;22;0;0;0;0;0;0;0;0;0;23
32;102339;34836;33643;102395;34784;45179;9169;63266;100508;116090;114238;57133;100624;116091;100869;34787;109386;40632;42624;36967;41889;57267;101444;0;0;0;0;0;0;0;0;0;12;4;5;6;14;11;8;17;22;20;7;1;2;18;3;19;15;10;16;21;9;23;13;0;0;0;0;0;0;0;0;0;23
33;299873;303753;364216;309189;369441;374259;309136;378237;308625;368896;319302;306495;308069;367061;369443;367059;378357;367056;366924;308070;306809;367060;369550;0;0;0;0;0;0;0;0;0;16;3;2;4;5;14;15;8;10;23;18;1;22;20;6;17;21;12;13;7;19;9;11;0;0;0;0;0;0;0;0;0;23
34;32299;107264;47005;37707;44333;101849;116275;57123;107612;57124;116276;45893;112382;45895;107265;57121;114464;57126;6864;102533;47220;103169;107744;0;0;0;0;0;0;0;0;0;16;20;6;3;13;17;8;10;21;19;22;23;1;12;2;4;14;5;7;18;9;15;11;0;0;0;0;0;0;0;0;0;23
35;323863;322621;369292;307535;299545;377105;309347;294424;301360;368554;370853;301393;374408;378425;378424;370855;307489;371518;305075;368917;374427;300831;303129;0;0;0;0;0;0;0;0;0;1;5;6;4;3;21;17;10;11;18;14;23;16;2;13;22;19;12;7;15;20;9;8;0;0;0;0;0;0;0;0;0;23
36;102424;116349;109917;116347;104876;38806;112420;116350;40321;42246;40862;45902;116348;38181;112409;116346;41136;108402;112414;57209;42245;47427;102695;0;0;0;0;0;0;0;0;0;1;5;4;19;6;17;15;13;8;10;9;16;23;3;21;2;14;18;12;11;22;7;20;0;0;0;0;0;0;0;0;0;23
37;37721;102030;104901;116389;116388;44348;116392;102040;115078;107313;103352;104900;104909;104906;57148;102035;42046;44833;57150;59922;112088;111145;116393;0;0;0;0;0;0;0;0;0;16;3;2;4;6;8;19;17;7;18;23;12;1;14;9;13;20;10;21;15;5;11;22;0;0;0;0;0;0;0;0;0;23
38;303138;364199;364901;300882;322767;302269;304719;299149;319448;322707;322104;308067;374183;301445;299180;296994;299165;363062;295342;322616;376345;271329;364838;0;0;0;0;0;0;0;0;0;1;2;3;21;19;8;5;22;10;20;9;16;23;14;4;15;17;11;12;13;18;7;6;0;0;0;0;0;0;0;0;0;23
39;266915;319321;323836;308737;378471;374248;296010;309868;374247;292344;300066;300062;374243;305756;321003;319320;268627;378464;308735;300065;305755;298368;374249;0;0;0;0;0;0;0;0;0;12;3;6;20;2;10;4;22;15;8;17;1;21;14;5;19;13;23;7;16;11;18;9;0;0;0;0;0;0;0;0;0;23
40;296246;307868;299581;369898;302773;263702;322139;302809;295845;298700;308197;267144;298690;303491;305824;308195;378262;307884;308198;296252;374479;303482;319474;0;0;0;0;0;0;0;0;0;13;2;15;3;7;4;16;8;11;14;19;1;12;6;5;17;22;20;23;10;21;18;9;0;0;0;0;0;0;0;0;0;23
41;319470;362284;362732;374471;296782;319466;269276;319472;378385;309162;367149;367143;369519;319465;374470;321000;322086;297343;368581;298445;299246;321001;363897;0;0;0;0;0;0;0;0;0;16;4;5;20;3;12;18;15;10;22;19;1;13;6;2;17;11;8;14;7;9;23;21;0;0;0;0;0;0;0;0;0;23
42;39777;46577;61688;30202;43626;41106;39773;34104;44407;37907;63911;46576;116255;59984;112435;47655;112434;46579;107231;104998;32464;46575;107732;0;0;0;0;0;0;0;0;0;1;3;19;4;16;8;5;14;12;10;21;18;23;2;6;15;22;17;20;11;7;13;9;0;0;0;0;0;0;0;0;0;23
43;323835;295575;369939;374454;322131;300053;322085;304401;309846;308931;374457;363529;374453;378482;378483;378481;374456;295642;322105;369312;378480;308727;369302;0;0;0;0;0;0;0;0;0;1;3;4;5;21;7;20;15;17;8;19;22;18;6;2;12;23;14;10;16;11;9;13;0;0;0;0;0;0;0;0;0;23
44;41688;104612;117650;41686;60424;118313;109947;41581;48129;115194;117688;47988;36703;61468;41674;44857;122307;55443;117498;117689;45685;103966;123749;56037;262981;38274;0;0;0;0;0;0;22;23;3;2;14;6;16;10;7;11;9;12;1;13;18;4;8;25;5;21;20;26;19;24;15;17;0;0;0;0;0;0;26
45;63474;45993;111207;57256;117456;42669;1073788255;111804;119863;110644;113127;106618;110713;109420;119862;104151;113969;108826;115839;117776;107256;110866;111214;100922;0;0;0;0;0;0;0;0;1;4;3;2;6;5;8;11;20;10;7;12;23;15;14;13;16;18;24;19;22;9;17;21;0;0;0;0;0;0;0;0;24
46;44023;59949;117404;117518;118523;102915;56253;46570;117528;118448;117531;61577;56056;55533;106339;116634;110223;369904;110852;103997;363615;109772;55954;117407;56252;55527;117532;0;0;0;0;0;1;5;15;17;4;13;8;19;23;7;11;12;21;3;2;20;6;14;10;26;16;27;9;24;18;25;22;0;0;0;0;0;27
47;114963;59356;61012;105584;108881;114360;263021;368379;108883;114897;114984;117760;61416;104635;109399;113819;59445;115285;368381;119815;56041;114542;115543;110715;113418;119864;104640;103503;0;0;0;0;12;5;3;2;17;8;6;20;9;7;22;1;23;25;13;4;18;15;21;11;10;27;28;19;26;24;16;14;0;0;0;0;28
48;54165;45756;118193;110998;60633;55661;117802;59416;47837;118576;61164;118323;41548;61475;108781;108873;58160;103038;117955;105130;105138;61000;48009;57974;114894;63413;58257;0;0;0;0;0;22;15;3;2;13;8;16;10;7;21;9;1;24;6;5;4;27;14;20;23;17;18;11;12;25;19;26;0;0;0;0;0;27
49;102895;33266;109849;104594;110995;101958;113911;105297;114200;45049;111273;118230;111041;116576;100115;58061;47566;58147;110965;111968;113748;118949;109114;60505;55984;119124;119886;0;0;0;0;0;1;4;16;8;22;5;15;6;11;18;9;12;23;2;3;13;17;20;21;26;10;19;7;14;24;25;27;0;0;0;0;0;27
50;101076;111280;40725;111096;41596;45356;60241;59714;7511;115032;103449;60059;60109;115184;114381;110520;103317;115044;114689;108751;61426;116541;108657;115911;44760;105516;115122;61230;117593;0;0;0;23;13;19;26;3;5;7;20;10;16;9;12;1;6;2;4;8;14;17;11;18;15;22;24;25;28;29;21;27;1;4;0;29
51;47557;118407;113436;61489;109872;103875;118683;107439;54809;117731;42173;55780;102149;113551;118345;58243;120336;108474;54388;104313;303623;118173;111035;109424;108697;121223;118143;102239;34514;55666;116721;0;1;6;3;17;26;23;21;15;19;20;13;22;12;4;2;25;5;27;28;10;30;31;11;24;7;18;16;29;14;8;9;0;31
52;2489;15433;15261;15808;15814;39031;39026;16501;38956;15320;15050;15097;35873;15312;16345;16474;16823;15527;11055;15893;16020;16728;57407;0;0;0;0;0;0;0;0;0;1;22;6;19;5;16;21;14;8;10;9;12;23;20;3;17;2;7;4;13;15;18;11;0;0;0;0;0;0;0;0;0;23
53;298457;325919;278690;298458;278720;301331;325714;305207;302643;274818;378438;301177;323558;368148;327090;278166;278641;278252;327079;301332;305208;305210;367129;0;0;0;0;0;0;0;0;0;1;15;20;22;3;16;8;7;10;13;19;21;23;4;2;14;6;12;5;17;9;11;18;0;0;0;0;0;0;0;0;0;23
54;294043;322045;326921;302949;367078;266945;320589;320608;272557;295701;373399;272448;364729;326011;320590;322116;364844;272729;295699;297229;319184;364842;368031;0;0;0;0;0;0;0;0;0;1;6;3;5;4;10;15;20;22;18;9;23;12;13;2;17;8;16;11;21;14;7;19;0;0;0;0;0;0;0;0;0;23
55;323843;296339;367079;367080;374482;319185;374484;295185;321733;368094;322078;307519;373638;298903;374483;367082;301915;295195;270990;374485;302914;323846;367081;0;0;0;0;0;0;0;0;0;1;15;8;21;2;9;6;7;18;17;16;22;12;4;5;23;3;14;19;13;10;20;11;0;0;0;0;0;0;0;0;0;23
56;293981;321999;321262;321056;319234;319239;325279;319238;320968;293308;308216;293776;322021;297768;293360;327051;321032;321133;368212;319241;369453;296184;302008;0;0;0;0;0;0;0;0;0;22;3;5;13;2;7;11;8;18;17;10;1;12;23;20;6;21;4;16;14;19;15;9;0;0;0;0;0;0;0;0;0;23
57;58503;58501;57408;116315;108903;40727;64750;47417;47712;64749;57393;34630;57394;16073;61714;112352;104931;34140;61715;8032;35174;16245;104932;0;0;0;0;0;0;0;0;0;1;20;17;2;3;15;13;22;23;9;7;18;12;6;8;11;16;5;21;4;14;10;19;0;0;0;0;0;0;0;0;0;23
100;110667;109329;117793;118136;47070;42669;107553;108695;113573;60512;101185;102761;114105;111989;110803;119889;118038;101958;114195;118096;107590;118195;40581;101355;108419;57939;0;0;0;0;0;0;31;5;6;2;23;18;37;16;10;8;19;1;4;15;26;3;12;25;13;7;30;11;32;22;33;35;0;0;0;0;0;0;26
101;118340;110774;111207;34882;113436;111935;103404;108959;108693;101301;104794;47242;102397;106588;63500;114890;63605;103613;114906;59773;107256;118527;108200;114782;0;0;0;0;0;0;0;0;1;2;6;12;5;36;8;41;7;19;14;13;3;4;33;49;16;23;10;20;11;29;9;56;0;0;0;0;0;0;0;0;24
102;121310;120355;110679;60523;116575;103875;105469;117087;103505;114891;113127;118680;121373;118454;61069;107954;39270;104008;108699;108826;119863;33915;103513;113775;113890;113901;110073;117043;116708;114075;0;0;1;23;4;24;3;25;8;7;49;10;20;12;29;6;19;27;21;45;14;17;41;11;9;44;28;5;34;26;15;38;0;0;30
103;63474;114975;44840;100706;44708;118335;59714;57123;122012;113900;112514;100281;104337;114711;107656;121980;101028;1073758298;103558;113661;114235;109396;115079;107693;114117;118165;111031;110551;101215;0;0;0;1;5;4;8;6;38;10;11;18;7;22;25;2;15;30;12;26;3;43;17;14;73;9;28;41;95;46;47;42;0;0;0;29
104;100527;101075;104306;111344;4884;110491;44497;115263;100998;114663;122005;110394;122265;106416;106423;1073857486;118201;111045;115385;101047;45137;118726;9211;118246;106414;117961;118294;0;0;0;0;0;26;15;6;5;2;3;4;11;44;9;19;1;23;24;25;22;18;8;40;7;29;14;10;16;21;50;42;0;0;0;0;0;27
105;42825;120310;113357;114876;57413;118021;46741;114186;46951;115176;60614;117703;34437;109579;115937;115335;112012;3613;115338;103701;61050;118592;102692;0;0;0;0;0;0;0;0;0;23;15;25;29;30;28;18;20;7;11;19;1;22;4;3;63;2;12;32;27;17;21;9;0;0;0;0;0;0;0;0;0;23
106;103830;112489;103512;100299;111123;118171;118303;122002;114855;120368;118491;115228;59486;42917;118205;109911;1073788255;117917;108095;59797;44245;113502;109585;32386;112978;115234;0;0;0;0;0;0;1;12;4;2;3;8;41;7;11;10;27;32;5;33;21;17;39;28;67;23;20;9;18;26;29;37;0;0;0;0;0;0;26
107;101076;121948;114910;114029;45089;112212;116211;118007;108079;118174;118042;42539;100400;109123;114626;101288;114880;59801;101838;44702;118656;106863;113066;104102;100676;0;0;0;0;0;0;0;23;4;14;2;12;24;21;19;10;27;11;40;5;3;16;22;44;8;7;6;31;9;18;26;47;0;0;0;0;0;0;0;25
108;47787;33266;110784;57740;107714;108662;114620;118381;110644;116751;40002;112906;47406;103845;40937;117736;47184;108876;118559;110902;114762;110638;121979;113968;0;0;0;0;0;0;0;0;2;4;23;22;3;21;5;8;11;7;9;18;13;15;25;10;17;6;16;20;24;14;19;31;9;0;0;0;0;0;0;0;24
109;44383;41124;104677;57353;107889;119782;117985;101291;117047;118417;114566;104710;113525;105073;61230;117938;103797;113911;102055;118092;115913;110718;113405;103003;118571;118207;0;0;0;0;0;0;1;4;22;2;23;14;16;5;7;11;21;19;3;13;30;20;15;8;6;18;17;10;12;24;26;28;0;14;5;0;0;0;26
110;114698;114699;42308;100621;61058;121239;110725;115161;35138;100543;100935;103291;118355;45113;100720;61081;60878;107985;118968;111839;115336;105383;119135;60673;46873;60201;118191;0;0;0;0;0;25;13;21;3;14;12;8;16;23;18;22;7;24;27;10;5;1;26;9;19;15;17;11;2;6;20;4;0;0;0;0;0;27
111;37257;100222;63592;63385;44977;8441;46174;60530;35097;41055;60387;102440;42592;109094;119807;4070;39773;106894;118730;119806;106930;0;0;0;0;0;0;0;0;0;0;0;1;6;12;2;16;14;20;9;15;8;7;10;25;33;30;3;22;23;26;29;19;0;0;0;0;0;0;0;5;0;0;0;21
112;121332;57750;54675;57646;112062;16851;117765;57643;111033;59546;118338;113284;315552;113338;115152;47431;57622;113969;57633;315553;45023;108215;108664;101292;118955;45111;107747;117728;0;0;0;0;27;9;11;22;10;18;16;15;23;24;35;5;14;6;25;19;4;12;20;13;17;21;28;26;32;33;29;30;10;0;0;0;28
113;117835;59993;118030;114719;118584;57642;103683;40323;59547;54753;118110;115184;118556;60059;116679;43075;45442;43178;34986;63627;113425;109812;119830;117497;0;0;0;0;0;0;0;0;17;33;18;15;30;10;22;13;23;16;9;14;21;1;40;19;20;7;27;3;25;26;55;6;0;4;5;0;0;0;0;0;24
114;9379;119130;45993;113960;104717;114725;108239;118236;110626;117931;118392;54756;118407;103206;1073857268;109968;114640;111071;114619;111844;114284;115262;118659;114231;0;0;0;0;0;0;0;0;30;49;5;2;21;33;8;17;10;25;4;9;51;3;19;39;14;87;24;7;29;6;43;89;0;0;0;0;0;0;0;0;24
115;8662;34606;46152;60437;41603;4016;45173;117698;101120;102682;102818;104283;102285;102749;119783;60902;118725;37021;104349;110941;106233;109361;47576;0;0;0;0;0;0;0;0;0;1;8;25;20;3;18;10;19;7;11;24;30;15;6;28;21;33;13;23;26;22;2;12;1;0;0;0;4;0;0;0;0;23
116;104804;40392;118471;120461;47093;32618;47002;61068;109534;109009;8421;40646;113707;108432;104733;37430;119132;114678;122011;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;5;43;35;20;10;8;17;11;9;33;25;19;24;23;38;15;27;0;0;0;0;0;0;0;0;0;0;0;0;0;19
117;7174;47678;37429;107085;46941;9169;46859;40870;44849;118314;43450;111130;114687;44725;103519;109029;103531;117839;115257;110106;47443;3582;0;0;0;0;0;0;0;0;0;0;25;3;6;4;5;8;10;28;19;39;9;22;30;33;17;2;11;23;34;36;7;32;0;0;0;0;0;0;0;0;0;0;22
118;39161;43444;43081;103403;60486;108398;118731;60844;112334;104735;38491;105276;114659;118613;109044;118315;42400;113976;114680;113977;47909;0;0;0;0;0;0;0;0;0;0;0;1;5;2;3;20;23;47;8;11;17;9;22;31;50;21;41;10;16;18;24;7;0;0;0;0;0;0;0;0;0;0;0;21
119;39936;121327;40875;44676;111986;107686;108069;103686;101097;114835;108657;117591;109124;114662;36627;37140;47648;113955;113626;47374;118011;38475;109238;100443;107904;0;0;0;0;0;0;0;22;31;6;15;2;32;9;23;20;16;10;42;25;95;1;36;12;13;30;7;11;8;17;94;14;1;1;1;5;0;0;0;25
120;118841;113487;117613;100135;121307;117702;116803;35479;115238;58653;118316;56184;114059;118727;40525;114937;115536;107949;114643;114686;102759;56175;118226;47115;107819;100898;0;0;0;0;0;0;27;3;22;23;19;7;9;16;10;14;8;4;15;40;1;6;17;5;30;32;24;21;11;25;18;20;0;11;0;0;0;0;26
121;110739;116711;7873;108984;110557;114714;119153;47051;109872;112104;45041;113065;6577;60447;34098;104722;122264;119878;116490;115103;114901;110514;114912;109500;0;0;0;0;0;0;0;0;96;46;19;18;15;7;10;25;2;11;1;23;31;16;14;8;56;22;27;33;24;30;4;5;0;0;3;3;9;0;0;0;24
122;109263;47190;114638;102765;117384;117390;103120;114903;102481;107641;46774;117763;100112;111852;33250;61397;100954;38567;32561;63307;116419;108250;115243;104644;0;0;0;0;0;0;0;0;20;12;14;23;13;22;16;3;2;77;7;28;15;29;17;4;30;18;27;21;24;96;25;26;0;0;0;0;0;0;0;0;24
123;60998;116953;114797;112889;100280;102663;39469;104854;43086;114417;63305;60507;114386;117538;118041;117040;38630;106645;116950;116958;111148;32262;114476;104502;109253;108310;100479;16794;44643;116956;111859;0;19;34;98;32;27;33;26;31;35;37;29;16;12;22;28;30;15;17;21;23;1;24;25;13;63;20;9;14;2;18;36;0;31
124;108392;100334;102310;109462;103001;112896;113195;115005;115086;114583;117521;114624;115136;101725;111808;103480;40571;118349;106893;62008;56183;114425;101107;114866;113979;37638;100460;108410;116422;0;0;0;31;29;19;18;22;28;4;34;23;15;27;14;17;32;13;33;1;26;12;38;20;21;24;25;11;9;16;30;35;0;0;0;29
125;114764;117373;109997;57256;47179;107906;108096;103300;63520;114315;106671;110819;38858;100383;108225;57979;60916;108285;118108;114390;118447;110097;110947;110326;112902;0;0;0;0;0;0;0;61;99;22;43;21;3;7;95;4;9;23;17;92;8;12;18;19;35;2;5;32;24;11;91;87;0;0;0;0;0;0;0;25
126;63414;102526;115153;118940;46825;108692;54745;54247;115133;113982;109047;34781;117464;57973;33041;60928;109161;115113;37401;113261;63265;101267;118693;118437;370190;101391;0;0;0;0;0;0;1;20;14;8;23;5;9;25;39;17;26;33;24;27;2;10;3;7;42;16;6;37;31;4;21;30;0;0;9;2;0;0;26
130;4019;42072;37499;103506;15814;36774;39639;38211;104101;40632;8707;116665;42601;40407;103293;112083;43746;104024;118647;116431;46849;103604;36844;61151;101094;0;0;0;0;0;0;0;16;4;22;14;55;25;8;89;11;10;18;88;67;3;64;5;2;33;46;6;24;7;9;28;21;0;0;0;0;0;0;0;25
133;30196;40463;111266;46860;39771;37470;37496;38372;32578;46599;40770;45307;101904;118972;116236;121241;117885;33029;34786;44865;41637;47520;61070;118689;121991;118971;0;0;0;0;0;0;24;3;43;14;20;13;6;10;11;7;17;27;1;29;32;22;23;4;8;28;90;92;9;34;26;25;0;0;0;0;0;0;26
