PlayerId;OverallStats
45334;76
45338;74
45351;70
45356;80
45358;72
45372;72
45386;76
45392;68
45402;74
45438;63
45442;73
45448;72
45454;66
45457;72
45463;78
45467;77
45507;67
45573;76
45576;73
45579;72
45582;73
45591;68
45633;70
45641;75
45648;64
45650;65
45660;67
45661;65
45664;63
45668;71
45669;74
45674;76
45685;77
45690;71
45756;79
45758;72
45780;62
45788;67
45802;73
45807;67
45809;69
45823;77
45831;76
45832;69
45868;70
45962;77
45982;71
45993;86
46012;65
46021;73
46023;71
46025;70
46037;72
46049;74
46062;71
46093;65
46153;72
46208;72
46218;76
46221;72
46225;70
46237;75
46303;69
46327;70
46332;73
46350;65
46373;74
46423;73
46453;68
46458;65
46466;75
46472;82
46487;81
46498;74
46507;66
46536;73
46564;71
46570;71
46611;68
46614;74
46635;72
46637;79
46642;71
46647;76
46666;81
46694;70
46720;61
46722;69
46737;71
46741;78
46752;71
46755;75
46759;76
46765;66
46774;75
46780;82
46788;78
46812;75
46815;85
46816;70
46825;82
46829;73
46831;73
46850;77
46855;78
46856;74
46862;77
46863;72
46865;68
46866;80
46873;75
46879;80
46894;70
46896;73
46897;68
46918;68
46942;74
46950;70
46951;78
46952;72
46959;76
46976;74
46978;61
46989;82
46990;69
46992;70
47012;62
47046;79
47049;73
47051;86
47070;77
47080;64
47100;58
47114;75
47115;76
47128;73
47129;70
47132;70
47134;59
47136;71
47143;83
47148;71
47150;63
47152;75
47162;79
47175;61
47179;83
47182;69
47183;72
47184;77
47190;82
47194;77
47207;70
47215;82
47222;81
47237;78
47238;70
47242;80
47243;68
47246;62
47250;72
47251;82
47252;72
47267;74
47269;70
47286;85
47287;91
47308;61
47334;72
47347;68
47355;65
47357;74
47374;80
47375;71
47382;64
47396;79
47398;73
47405;75
47406;87
47409;60
47414;74
47415;66
47417;75
47419;69
47429;75
47431;76
47433;76
47434;85
47437;78
47445;74
47456;74
47464;65
47522;81
47524;77
47527;59
47529;79
47532;66
47540;66
47548;73
47550;69
47557;75
47565;73
47566;73
47568;72
47569;76
47583;68
47586;73
47589;72
47594;73
47596;63
47630;69
47633;64
47640;73
47644;64
47645;68
47648;70
47653;68
47659;67
47664;71
47671;67
47675;65
47723;77
47727;75
47745;64
47759;69
47775;70
47785;81
47787;82
47795;73
47810;66
47812;67
47813;73
47814;71
47825;76
47830;71
47833;68
47834;74
47836;76
47837;75
47872;70
47911;64
47929;63
47933;74
47934;66
47941;69
47959;74
47988;75
47999;72
48003;63
48009;73
48056;69
48129;87
48142;73
51511;72
51522;55
53383;71
53384;60
53387;70
53389;68
53451;65
53453;67
53474;68
53475;66
53476;67
53520;66
53589;70
53591;69
53792;71
53798;69
53799;65
53800;72
53801;71
53906;63
53913;76
53914;67
53915;72
54056;64
54067;61
54113;64
54118;72
54119;70
54120;71
54121;68
54123;67
54124;68
54163;62
54165;69
54166;67
54167;63
54168;62
54169;66
54245;73
54247;76
54255;67
54257;82
54266;67
54348;58
54351;70
54356;65
54357;61
54364;75
54376;75
54377;69
54378;70
54379;70
54380;73
54381;73
54383;67
54384;69
54385;62
54386;61
54387;63
54388;75
54389;67
54390;65
54391;70
54392;68
54393;69
54394;68
54395;69
54396;67
54397;70
54399;67
54400;68
54401;66
54403;65
54404;72
54405;63
54416;74
54421;68
54422;66
54423;75
54424;70
54425;77
54428;63
54429;64
54440;65
54441;70
54445;71
54446;69
54447;72
54451;72
54602;64
54659;66
54670;65
54671;73
54674;56
54675;80
54676;70
54677;79
54679;66
54680;66
54698;70
54701;80
54713;63
54721;66
54722;69
54723;67
54724;67
54725;67
54726;75
54727;74
54732;71
54744;71
54745;85
54746;72
54747;67
54748;67
54749;72
54753;80
54756;80
54757;74
54761;71
54771;65
54787;69
54790;74
54791;78
54792;66
54793;71
54794;74
54795;77
54798;71
54807;70
54809;77
54810;72
54814;69
54820;67
54821;66
54822;61
54823;71
54824;64
54825;59
54826;68
54827;60
54828;66
54829;69
54830;65
54832;69
54833;66
54834;61
54835;66
54836;62
54837;65
54838;62
54839;70
54840;66
54841;68
54842;69
54843;70
54844;69
54845;69
54846;60
54848;65
54849;63
54850;60
54851;61
54852;71
54853;71
54854;61
54855;65
54856;67
54857;62
54858;70
54859;75
54860;70
54861;61
54862;72
54863;61
54864;62
54865;60
54876;65
54884;76
54974;65
55037;72
55038;70
55043;70
55045;65
55046;64
55047;70
55051;70
55052;70
55053;67
55055;64
55056;62
55076;63
55118;71
55119;65
55128;69
55129;73
55301;74
55336;57
55337;58
55338;57
55339;54
55340;63
55341;65
55342;65
55343;68
55344;67
55345;62
55346;61
55347;55
55348;60
55349;64
55350;69
55351;65
55352;56
55353;50
55354;47
55355;64
55356;64
55357;57
55358;56
55359;59
55360;60
55361;57
55362;55
55363;52
55364;51
55365;60
55366;60
55367;64
55400;54
55411;64
55412;57
55416;60
55421;58
55426;68
55432;67
55435;65
55437;61
55441;72
55443;73
55521;73
55522;69
55523;61
55527;65
55528;64
55530;68
55531;62
55532;66
55533;73
55538;59
55543;58
55545;70
55644;75
55646;62
55650;57
55651;67
55652;58
55653;64
55654;65
55656;60
55657;72
55661;76
55664;64
55666;72
55667;67
55668;73
55694;62
55695;62
55696;70
55697;69
55705;62
55706;69
55708;68
55709;66
55710;69
55711;68
55712;71
55713;56
55715;84
55716;69
55718;69
55719;62
55720;69
55721;69
55722;62
55723;68
55724;68
55727;69
55728;71
55729;65
55730;71
55731;58
55732;66
55733;68
55735;68
55736;63
55737;73
55738;69
55739;69
55740;65
55741;70
55742;65
55743;70
55744;77
55745;71
55746;70
55747;68
55748;68
55749;70
55750;71
55751;73
55752;78
55753;70
55754;75
55755;74
55756;71
55757;69
55758;57
55759;63
55760;66
55761;69
55762;72
55763;74
55764;69
55765;69
55766;72
55768;78
55769;65
55770;68
55771;72
55772;64
55773;66
55774;67
55776;70
55777;66
55778;69
55779;68
55780;74
55781;60
55782;67
55783;69
55784;70
55786;69
55787;64
55788;70
55789;64
55790;79
55791;67
55792;72
55794;72
55795;65
55797;70
55798;66
55800;62
55801;69
55802;68
55803;65
55804;66
55805;64
55806;71
55808;67
55809;68
55810;68
55811;58
55813;69
55814;64
55815;62
55816;66
55817;64
55818;64
55824;61
55831;62
55835;69
55836;65
55837;68
55838;64
55840;62
55843;64
55844;66
55845;67
55846;69
55847;62
55848;71
55849;63
55851;66
55852;72
55854;62
55855;67
55856;64
55857;73
55858;65
55859;70
55860;66
55862;69
55863;63
55864;66
55865;68
55867;68
55894;66
55896;62
55897;65
55900;76
55902;73
55905;71
55906;61
55907;65
55908;64
55910;72
55911;71
55913;71
55944;70
55945;68
55946;62
55947;62
55948;61
55949;70
55950;65
55951;67
55952;62
55953;71
55954;69
55955;68
55956;62
55957;70
55958;67
55959;72
55960;71
55961;71
55962;69
55963;66
55964;73
55965;66
55966;71
55967;68
55969;70
55970;68
55971;65
55972;67
55973;69
55974;65
55975;65
55976;59
55977;65
55978;55
55980;64
55981;70
55982;68
55983;68
55984;69
55985;66
55986;71
55987;62
55988;59
55989;78
55990;66
55991;62
55992;64
55993;64
56019;68
56020;78
56022;70
56024;67
56025;67
56026;70
56027;69
56029;79
56030;72
56031;68
56033;65
56034;65
56035;70
56036;60
56037;73
56039;70
56040;63
56041;72
56042;67
56043;69
56045;72
56046;65
56047;68
56048;68
56049;69
56050;70
56051;67
56052;67
56054;65
56055;68
56056;71
56058;67
56059;66
56060;61
56061;64
56062;67
56063;69
56064;70
56065;63
56066;65
56067;67
56097;66
56104;61
56105;64
56113;66
56118;68
56120;64
56122;65
56126;68
56129;71
56130;67
56131;67
56132;69
56133;64
56134;64
56136;62
56137;64
56139;63
56140;56
56141;70
56142;68
56143;68
56144;77
56145;68
56148;66
56150;66
56151;68
56153;68
56154;72
56155;63
56156;75
56157;67
56159;65
56162;66
56163;69
56165;66
56167;68
56168;70
56169;60
56171;63
56172;72
56173;65
56174;64
56175;75
56178;67
56180;73
56181;60
56182;68
56183;75
56184;81
56185;66
56188;61
56190;67
56215;72
56218;68
56219;56
56220;70
56221;67
56225;73
56226;70
56227;68
56230;68
56232;65
56234;71
56235;73
56236;69
56239;63
56240;63
56241;61
56242;63
56243;65
56245;66
56246;67
56249;69
56250;70
56251;77
56252;68
56253;74
56254;61
56255;65
56257;65
56258;65
56260;65
56261;71
56263;66
56312;66
57121;74
57123;88
57129;63
57133;83
57156;57
57201;65
57202;72
57212;67
57214;68
57224;68
57226;74
57249;68
57255;75
57256;77
57257;63
57269;71
57280;71
57292;69
57304;83
57312;74
57330;77
57331;73
57332;73
57335;70
57349;82
57350;76
57353;83
57393;70
57410;58
57413;71
57418;69
57434;63
57472;66
57473;65
57474;72
57613;61
57619;68
57622;76
57624;65
57625;70
57633;71
57634;78
57636;74
57637;68
57639;71
57641;65
57642;82
57643;77
57644;66
57645;62
57646;76
57647;68
57648;68
57649;68
57650;64
57651;71
57652;65
57653;65
57654;68
57655;63
57656;64
57657;64
57658;65
57674;64
57677;72
57678;75
57679;74
57680;69
57736;68
57739;67
57740;76
57743;64
57749;73
57750;78
57893;66
57895;69
57897;70
57898;75
57901;67
57902;67
57904;62
57905;78
57908;60
57910;67
57911;69
57913;63
57914;68
57915;66
57916;65
57917;67
57918;68
57919;64
57920;71
57922;63
57923;58
57925;67
57926;72
57929;64
57930;67
57931;71
57937;68
57938;64
57939;63
57940;69
57941;68
57943;67
57944;61
57945;64
57946;73
57947;69
57948;67
57949;71
57951;65
57952;72
57954;64
57955;61
57956;66
57957;71
57959;69
57962;64
57964;69
57966;65
57973;82
57974;68
57977;57
57978;76
57979;80
57980;63
57983;70
57985;67
57986;62
57987;72
57988;70
57989;67
57990;66
57992;66
57993;66
57996;68
57997;61
57999;69
58000;69
58004;54
58010;64
58021;67
58027;69
58029;71
58033;69
58035;66
58037;67
58044;68
58046;64
58047;58
58049;66
58058;61
58059;70
58060;73
58061;77
58062;69
58063;66
58065;73
58066;65
58069;71
58070;66
58071;64
58072;71
58073;73
58075;68
58076;76
58078;64
58079;70
58080;60
58087;68
58091;67
58092;60
58093;66
58094;56
58096;57
58099;65
58100;58
58102;60
58106;61
58107;66
58108;70
58109;74
58110;74
58111;62
58112;76
58115;64
58117;73
58118;68
58120;66
58121;65
58122;70
58123;70
58124;72
58125;56
58126;70
58127;67
58128;70
58131;64
58136;64
58142;61
58143;70
58145;62
58147;72
58156;63
58157;67
58158;69
58159;61
58160;68
58161;67
58163;68
58164;73
58165;66
58167;67
58168;73
58169;57
58171;63
58172;62
58173;61
58174;59
58175;61
58178;64
58181;60
58192;62
58193;69
58198;67
58199;71
58206;65
58207;64
58208;65
58209;64
58210;70
58211;71
58212;69
58213;71
58214;71
58215;61
58216;56
58217;64
58218;66
58219;62
58220;68
58221;60
58222;62
58223;67
58224;71
58225;65
58227;70
58229;69
58230;61
58231;66
58232;68
58234;66
58235;69
58236;71
58237;68
58239;67
58240;75
58241;71
58242;68
58243;68
58245;71
58246;66
58247;70
58248;73
58249;70
58250;68
58251;65
58254;74
58255;60
58256;70
58257;68
58258;60
58259;64
58261;65
58264;67
58265;75
58266;68
58268;66
58269;71
58270;67
58271;69
58272;59
58273;69
58276;73
58279;58
58280;71
58281;67
58284;61
58285;68
58286;69
58287;68
58290;68
58291;58
58292;70
58293;65
58295;67
58298;66
58302;76
58304;64
58305;67
58307;64
58309;73
58311;68
58312;67
58313;75
58314;62
58315;66
58317;70
58319;68
58320;69
58321;69
58323;69
58325;74
58326;53
58327;68
58329;64
58330;65
58331;68
58333;73
58334;69
58335;66
58336;60
58337;63
58338;60
58340;60
58341;65
58342;69
58343;69
58344;72
58345;71
58346;64
58348;65
58349;65
58350;69
58351;55
58352;67
58353;55
58354;59
58355;64
58356;66
58357;67
58359;72
58360;66
58361;70
58362;69
58363;68
58364;66
58365;55
58366;59
58368;66
58369;58
58396;78
58397;61
58398;57
58399;65
58400;70
58401;64
58402;67
58403;66
58405;61
58406;64
58407;62
58408;69
58409;63
58410;65
58413;62
58414;66
58503;80
58636;74
58653;78
58665;73
58666;73
58668;65
58674;62
58680;68
58691;76
58720;80
58747;75
58756;78
58759;74
58765;74
58830;76
58834;75
58839;83
58840;72
58842;81
58843;74
58847;69
58849;66
58858;64
59179;79
59188;70
59201;56
59206;58
59229;70
59233;68
59249;66
59256;65
59259;66
59261;73
59265;74
59267;62
59269;68
59288;71
59333;61
59335;73
59336;76
59353;63
59354;65
59356;75
59358;76
59388;68
59393;64
59399;73
59400;68
59407;65
59416;76
59418;69
59419;66
59421;68
59433;68
59443;66
59445;75
59453;68
59458;83
59459;71
59460;74
59465;70
59474;67
59476;72
59481;82
59484;68
59486;82
59487;70
59493;64
59507;68
59526;69
59546;81
59547;81
59548;72
59589;69
59590;72
59596;77
59637;75
59671;63
59675;64
59706;76
59714;84
59715;69
59749;69
59755;73
59757;72
59759;72
59766;81
59773;79
59779;71
59782;79
59783;72
59786;70
59793;61
59797;79
59800;61
59801;84
59802;73
59806;74
59835;78
59839;76
59840;76
59842;77
59848;68
59927;67
59934;75
59949;71
59963;66
59964;73
59966;73
59993;75
60000;70
60009;64
60029;70
60035;76
60036;70
60038;65
60039;72
60042;67
60043;68
60059;82
60060;81
60062;76
60066;69
60068;73
60070;67
60071;73
60072;67
60096;72
60109;78
60114;68
60132;71
60133;72
60134;71
60136;70
60143;71
60151;68
60152;67
60167;72
60168;79
60169;70
60171;67
60175;75
60184;70
60188;71
60198;75
60199;65
60201;70
60203;72
60204;72
60206;67
60213;64
60218;66
60219;72
60231;69
60232;72
60234;71
60235;72
60236;67
60238;82
60241;82
60242;69
60246;76
60250;75
60252;63
60254;67
60259;70
60265;67
60266;59
60272;61
60273;61
60279;64
60293;71
60299;72
60308;72
60315;69
60325;73
60331;71
60337;71
60345;70
60347;70
60351;70
60355;72
60359;64
60360;76
60364;69
60365;69
60366;72
60372;70
60373;72
60375;55
60380;82
60424;76
60425;83
60431;75
60435;61
60447;87
60448;72
60451;73
60458;66
60461;77
60466;76
60468;71
60489;73
60501;64
60502;79
60504;58
60505;71
60507;66
60510;73
60512;88
60518;70
60519;70
60522;76
60523;82
60526;59
60527;92
60529;78
60531;77
60534;74
60537;72
60546;63
60550;77
60558;73
60560;72
60561;74
60579;75
60581;64
60587;62
60590;63
60596;76
60607;59
60611;73
60614;73
60618;71
60622;74
60631;69
60633;72
60639;67
60646;70
60650;64
60653;70
60657;75
60659;68
60660;73
60663;71
60665;71
60666;70
60667;68
60673;76
60675;75
60677;72
60680;72
60682;71
60683;66
60687;74
60690;64
60694;76
60696;69
60699;72
60704;71
60706;72
60709;75
60710;62
60711;66
60719;71
60743;72
60746;75
60753;74
60761;71
60776;70
60781;77
60800;77
60804;71
60817;73
60819;71
60820;67
60823;61
60835;72
60847;68
60855;74
60857;77
60875;74
60878;78
60880;68
60883;68
60892;74
60893;74
60896;73
60898;66
60904;69
60906;83
60909;71
60910;80
60915;71
60916;76
60922;74
60924;65
60928;83
60956;72
60959;74
60965;65
60977;67
60980;71
60981;66
60982;71
60998;69
61000;74
61010;72
61012;76
61031;75
61034;67
61035;75
61036;73
61050;73
61056;79
61058;76
61062;70
61066;70
61069;76
61080;60
61081;75
61104;71
61117;68
61118;72
61119;75
61126;68
61128;67
61130;74
61131;65
61138;68
61145;77
61147;78
61164;75
61167;64
61171;80
61174;69
61176;70
61181;74
61182;72
61183;77
61230;77
61251;74
61397;75
61402;70
61416;65
61426;81
61457;75
61459;70
61468;77
61475;72
61481;69
61489;75
61492;71
61494;72
61527;79
61531;67
61574;72
61577;70
61606;67
61613;69
61641;66
61643;71
61650;65
61672;84
61681;83
61720;79
61725;85
62008;75
63054;73
63086;67
63088;67
63106;70
63142;69
63152;71
63159;70
63174;68
63184;65
63187;57
63189;68
63218;65
63226;69
63235;63
63238;66
63244;62
63265;74
63275;71
63282;60
63293;75
63294;68
63305;74
63307;77
63308;71
63314;67
63315;73
63319;75
63333;62
63334;70
63339;70
63344;73
63347;73
63350;68
63370;73
63371;78
63372;65
63382;66
63383;82
63392;64
63396;62
63398;66
63399;75
63405;73
63413;74
63414;85
63416;78
63426;57
63428;67
63430;73
63442;81
63447;79
63452;73
63469;68
63474;89
63475;65
63490;66
63492;70
63495;80
63497;78
63500;82
63504;62
63505;73
63511;56
63520;82
63521;72
63533;73
63536;67
63546;82
63548;63
63560;75
63585;67
63591;72
63597;74
63605;80
63607;82
63627;79
63661;70
63667;75
63675;78
63679;67
63695;67
63702;72
63711;73
63719;72
63735;68
63738;74
63771;77
64896;63
65000;74
65044;73
65045;69
65065;66
65142;70
65151;66
65258;70
65265;74
65281;61
65283;72
100012;70
100013;74
100017;63
100043;65
100065;75
100072;72
100092;67
100095;75
100101;64
100112;77
100115;73
100117;75
100120;67
100130;74
100132;77
100133;74
100134;68
100135;68
100151;73
100159;75
100178;66
100185;85
100190;72
100196;75
100212;64
100216;68
100219;74
100224;79
100226;74
100246;76
100249;72
100257;67
100259;68
100261;74
100262;69
100265;64
100269;69
100272;62
100275;60
100280;73
100281;84
100283;68
100285;73
100291;68
100299;77
100303;71
100315;70
100316;75
100320;71
100334;68
100346;74
100359;76
100370;75
100383;76
100393;71
100400;77
100413;73
100420;68
100421;73
100425;72
100426;70
100428;78
100432;68
100443;74
100458;71
100460;77
100462;72
100473;76
100475;74
100479;71
100481;78
100495;74
100504;72
100510;76
100516;71
100527;74
100530;72
100537;73
100543;75
100564;67
100586;63
100588;67
100591;78
100604;74
100606;73
100607;73
100618;75
100620;82
100621;73
100629;79
100630;80
100631;67
100639;70
100658;60
100676;69
100682;72
100693;62
100706;86
100719;70
100720;74
100735;78
100752;74
100762;70
100764;69
100773;65
100777;68
100778;77
100780;77
100801;74
100806;72
100809;82
100810;72
100815;67
100820;61
100822;69
100825;79
100830;72
100856;64
100865;72
100868;75
100886;66
100887;72
100888;67
100897;73
100898;82
100901;70
100904;75
100906;65
100910;71
100912;71
100922;77
100925;68
100930;75
100935;75
100939;76
100944;70
100950;73
100954;77
100955;76
100957;74
100958;66
100967;75
100971;73
100975;72
100977;68
100980;69
100987;69
100989;68
100993;68
100998;75
101018;80
101027;76
101028;80
101042;65
101046;73
101047;78
101058;84
101065;74
101075;76
101076;87
101097;85
101107;73
101108;66
101110;73
101114;67
101115;84
101116;75
101117;72
101118;71
101120;83
101136;71
101141;75
101148;68
101185;85
101188;70
101191;78
101193;60
101195;70
101196;69
101203;64
101204;73
101211;78
101215;66
101216;65
101217;62
101221;74
101223;69
101234;74
101236;80
101245;62
101267;69
101288;78
101291;88
101292;66
101295;70
101296;59
101301;83
101306;73
101309;70
101316;75
101334;82
101338;62
101342;78
101343;62
101355;67
101357;72
101359;71
101391;71
101398;68
101399;70
101406;65
101422;74
101435;69
101455;69
101472;76
101485;60
101493;73
101499;71
101504;78
101544;73
101569;60
101574;73
101600;79
101612;66
101614;68
101615;78
101617;77
101622;74
101664;82
101667;62
101675;74
101687;61
101689;68
101691;64
101721;79
101725;79
101734;76
101743;68
101755;78
101760;66
101761;84
101762;74
101766;70
101769;67
101771;72
101780;67
101781;78
101785;70
101795;76
101798;75
101817;78
101824;71
101833;68
101838;81
101850;60
101863;59
101871;66
101874;70
101875;76
101899;69
101901;69
101902;65
101946;73
101952;68
101953;73
101955;70
101958;79
101961;69
101976;65
101983;75
101985;73
101989;74
101996;72
102022;66
102036;63
102040;75
102042;68
102046;66
102051;68
102052;71
102055;81
102060;71
102065;73
102069;70
102094;70
102097;78
102110;68
102123;67
102134;80
102139;74
102149;70
102151;68
102203;69
102212;69
102214;70
102226;69
102229;71
102232;74
102233;69
102239;64
102244;70
102259;64
102269;75
102290;80
102299;64
102300;73
102310;74
102311;71
102315;69
102319;66
102327;66
102329;61
102345;65
102360;73
102369;72
102383;77
102388;73
102389;73
102397;76
102400;65
102403;66
102416;72
102418;77
102420;75
102424;74
102437;65
102466;81
102467;59
102475;71
102481;76
102484;70
102501;71
102522;73
102526;80
102536;76
102542;67
102547;56
102549;76
102561;68
102569;64
102584;74
102588;69
102610;66
102611;69
102627;72
102629;72
102663;74
102692;77
102707;74
102719;85
102738;73
102742;80
102746;76
102757;81
102759;74
102761;74
102765;71
102769;72
102779;68
102782;74
102796;77
102805;77
102808;73
102828;80
102829;62
102838;64
102840;75
102841;60
102851;67
102873;78
102884;72
102891;77
102895;74
102901;80
102914;73
102915;76
102928;73
102948;74
102949;69
102966;69
102968;76
102975;66
102983;76
102991;78
103001;61
103003;82
103008;84
103028;66
103038;74
103043;78
103047;69
103062;72
103101;65
103107;68
103112;65
103113;75
103117;68
103119;71
103120;84
103125;71
103128;58
103129;75
103133;74
103136;72
103142;76
103145;79
103154;70
103156;70
103166;79
103176;69
103181;61
103182;66
103197;78
103206;76
103207;65
103219;72
103257;71
103268;77
103271;62
103272;78
103276;73
103286;66
103291;75
103294;64
103295;73
103300;74
103306;75
103310;76
103312;71
103317;78
103319;72
103338;65
103339;71
103352;77
103356;65
103360;70
103366;73
103372;73
103376;66
103393;64
103396;70
103403;71
103404;85
103408;77
103419;75
103434;72
103440;71
103442;76
103449;86
103453;76
103454;67
103458;69
103460;67
103469;68
103473;72
103477;74
103480;70
103488;68
103498;75
103502;70
103503;65
103505;80
103512;80
103513;77
103514;76
103519;76
103525;65
103541;72
103549;65
103551;78
103558;76
103560;72
103576;69
103582;77
103584;76
103586;69
103588;71
103598;68
103609;78
103612;80
103613;83
103619;73
103621;67
103625;70
103631;69
103640;71
103643;59
103651;70
103656;75
103657;79
103658;74
103667;66
103677;72
103678;72
103680;73
103683;61
103686;87
103687;56
103692;56
103700;78
103701;76
103703;69
103707;65
103721;76
103753;75
103781;67
103783;67
103797;84
103820;77
103821;71
103825;70
103830;80
103845;80
103851;72
103875;87
103879;60
103886;73
103893;71
103963;71
103966;78
103970;72
103982;70
103997;73
104008;78
104011;70
