<<<<<<< Updated upstream
Id;Name;Shirt;Commentary;Country;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;Attacking Prowess;Ball Control;Dribbling;Low Pass;Lofted Pass;Finishing;Place Kicking;Controlled Spin;Header;Defensive Prowess;Ball Winning;Kicking Power;Speed;Explosive Power;Body Control;Physical Contact;Jump;Goalkeeping;Catching;Clearing;Reflexes;Coverage;Stamina;Weak Foot Usage;Weak Foot Acc.;Form;Injury Resistance;P01;P02;P03;P04;P05;P06;P07;S01;S02;S03;S04;S05;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;Celebration 1;Celebration 2;Drib. Hunching;Drib. Arm Move.;Run. Hunching;Run. Arm Move.;Corner Kicks;Free Kicks;Penalty Kick;Edit_Name;Edit_Basics;Edit_Position;Edit_Positions;Edit_Abilities;Edit_PlayerSkills;Edit_PlayingStyle;Edit_COMPlayingStyles;Edit_Movements;Edit_1;Edit_2;Edit_3;Edit_4;Edit_5;Value12;Value13;Value14;OverallStats
7802;Lucas Lima;LUCAS LIMA;7802;146;180;77;25;False;7;5;0;0;0;1;2;2;0;1;1;0;0;0;0;61;70;70;68;62;56;60;63;58;60;64;67;73;70;65;67;62;40;40;40;40;40;74;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0;0;1;3;1;2;3;1;3;True;True;True;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;64
7806;Martín Satriano;SATRIANO;7806;152;187;75;24;False;14;12;0;0;0;0;0;0;1;1;0;0;0;1;2;75;72;72;59;61;73;60;62;74;44;46;72;73;71;61;72;67;40;40;40;40;40;67;1;2;4;2;True;False;False;False;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;97;97;1;3;3;3;3;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;69
7823;André Silva;ANDRE SILVA;7823;146;181;74;28;False;2;12;0;0;0;0;0;0;0;0;0;0;0;1;2;77;72;73;63;71;77;63;73;77;50;54;77;78;78;78;64;62;40;40;40;40;40;79;2;1;5;2;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;28;28;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;72
7873;Youssouf Fofana;FOFANA;-1;208;185;75;26;False;7;5;0;0;0;0;2;2;1;1;1;0;0;0;0;69;82;79;83;79;66;67;73;70;73;80;80;80;78;74;82;79;40;40;40;40;40;90;2;2;5;3;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;False;True;False;False;True;False;True;110;0;1;4;1;8;4;1;1;True;True;True;True;True;True;True;True;True;False;False;True;False;False;0;-1;0;81
8823;Paolo Guerrero;GUERRERO;8823;151;184;86;41;False;13;12;0;0;0;0;0;0;0;0;0;0;0;2;2;80;79;70;71;64;70;69;72;79;46;48;80;68;67;68;83;77;40;40;40;40;40;69;3;4;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;55;56;1;6;1;5;5;7;1;True;True;False;False;True;True;False;False;True;False;False;False;False;False;0;-1;0;72
8849;Eros Mancuso;MANCUSO;8849;144;171;79;26;False;11;3;0;2;0;2;0;0;0;1;0;0;0;0;0;67;68;71;69;67;66;53;66;62;69;74;76;78;76;61;71;70;40;40;40;40;40;80;2;3;7;2;True;False;False;True;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;True;6;6;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;71
8959;Daniele Padelli;PADELLI;8959;215;191;82;40;True;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;53;61;53;61;65;52;60;56;57;57;55;76;63;62;60;78;79;81;79;78;77;82;65;2;1;4;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0;0;1;5;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;69
9041;Jorge Herrando;HERRANDO;9041;236;192;77;24;True;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;49;74;57;68;70;49;54;56;82;77;79;71;77;65;54;76;76;40;40;40;40;40;75;2;2;5;2;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;22;22;2;4;1;3;3;3;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;1;-1;0;74
9205;Fabri;FABRI;9205;146;186;76;24;False;1;12;0;0;0;0;0;0;1;0;0;2;0;1;2;73;70;69;65;57;76;65;60;68;48;47;71;82;76;68;78;74;40;40;40;40;40;72;2;2;5;2;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;4;4;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;69
9211;Joël Piroe;PIROE;9211;224;185;81;26;True;2;12;0;0;0;0;0;0;0;1;1;0;1;2;2;77;78;69;71;65;81;67;73;70;52;58;85;79;71;65;80;64;40;40;40;40;40;81;2;3;5;3;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;13;13;1;3;1;2;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;74
9226;Iván Cuéllar;CUELLAR;9226;236;187;76;41;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;43;53;43;54;57;43;53;51;43;45;44;72;57;55;52;71;71;75;77;74;78;75;55;1;1;5;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0;0;3;3;3;3;3;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;64
9238;Mateo Ramírez;RAMIREZ;9238;144;186;72;30;False;8;5;0;0;0;0;2;2;0;0;0;0;0;0;0;64;72;65;71;71;59;57;63;71;68;67;73;64;61;62;73;65;40;40;40;40;40;72;2;2;4;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;97;97;1;4;1;1;1;5;1;True;True;False;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;65
9375;Santi Cazorla;CAZORLA;9375;236;168;65;41;False;15;8;0;0;0;0;2;2;2;1;2;2;1;1;0;71;81;77;81;81;71;78;80;56;59;61;74;61;67;86;59;56;40;40;40;40;40;66;4;4;6;1;True;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;21;21;2;7;2;3;3;3;3;True;True;True;True;True;True;True;True;True;False;False;False;False;False;1;-1;0;74
9379;Lucas Chevalier;CHEVALIER;9379;208;189;78;23;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;53;69;64;76;79;53;69;64;67;67;60;87;68;72;68;86;89;90;88;89;91;92;71;2;2;5;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;0;0;1;2;1;5;1;1;1;True;True;False;False;True;True;True;False;False;False;False;False;False;False;0;-1;0;82
9416;Helton Leite;HELTON LEITE;9416;146;196;93;34;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;47;57;53;59;64;47;56;51;52;57;51;79;55;58;57;84;74;80;73;74;82;86;58;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;15;15;1;2;1;1;1;1;1;True;True;False;False;True;True;True;False;False;False;False;False;False;False;0;-1;0;69
9452;Jackson Tchatchoua;TCHATCHOUA;9452;50;178;79;23;False;7;3;0;0;0;2;0;0;1;2;0;1;2;0;0;67;69;73;66;72;65;58;68;72;63;64;70;88;86;68;74;76;40;40;40;40;40;82;2;2;5;3;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;34;34;1;5;1;3;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;74
11034;Éder;EDER;11034;146;184;79;30;False;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;48;62;57;67;65;46;52;47;76;71;75;57;68;63;67;82;80;40;40;40;40;40;77;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;14;14;1;4;1;1;1;1;1;True;True;True;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;72
16346;Kaoru Mitoma;MITOMA;-1;13;178;71;28;False;14;6;0;0;0;0;0;0;2;0;1;2;0;0;0;77;87;91;79;74;81;67;72;60;59;66;76;83;92;85;62;61;40;40;40;40;40;81;2;3;5;2;True;True;True;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;48;0;3;3;3;2;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;82
16728;Takuma Asano;ASANO;16728;13;173;71;31;False;4;7;0;0;0;0;0;0;1;2;0;2;2;2;2;69;76;80;68;66;77;57;65;59;52;57;77;85;87;80;66;75;40;40;40;40;40;79;2;2;5;2;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;54;54;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;75
16794;Adrian Benedyczak;BENEDYCZAK;16794;227;190;81;25;False;4;9;0;0;0;0;0;0;1;0;1;2;1;1;2;72;69;70;65;62;70;59;64;72;50;52;72;77;74;65;77;70;40;40;40;40;40;76;3;1;5;2;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;12;12;2;3;1;2;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;65
30012;Ivan Ilić;ILIC;30012;303;185;77;24;True;15;5;0;0;0;0;2;2;0;0;1;0;0;0;0;64;76;72;75;74;64;70;74;65;66;65;77;71;69;66;72;66;40;40;40;40;40;75;2;1;5;3;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;0;0;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;70
30074;Unai Egiluz;UNAI EGILUZ;30074;236;186;79;23;False;9;1;0;2;0;0;0;0;0;0;0;0;0;0;0;53;70;63;65;69;52;54;57;75;72;77;67;75;68;72;80;79;40;40;40;40;40;68;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;3;3;1;3;1;1;1;6;3;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;72
30117;Manuel Capasso;CAPASSO;30117;144;188;88;29;False;9;1;0;2;0;0;0;0;0;0;0;0;0;0;0;60;67;64;72;69;57;58;64;83;77;76;78;69;66;60;75;76;40;40;40;40;40;75;2;3;7;3;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;51;100;2;3;3;8;1;1;1;True;True;True;True;True;True;True;False;True;False;False;False;False;False;0;-1;0;73
31018;Daniel Borges;DANIEL BORGES;31018;146;174;68;32;False;11;3;0;0;2;2;0;0;0;1;0;0;1;0;0;58;61;73;68;80;54;67;75;54;60;69;73;74;73;74;62;64;40;40;40;40;40;77;2;2;6;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;17;21;1;3;1;2;2;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;68
31308;Franco Baldassarra;BALDASSARRA;31308;144;178;74;26;False;7;5;0;0;0;0;1;2;1;2;1;0;0;0;0;63;73;67;72;72;66;61;62;55;58;66;70;68;75;73;66;58;40;40;40;40;40;71;3;4;5;2;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;27;59;2;4;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;67
32021;Emmanuel Agbadou;AGBADOU;32021;56;192;86;28;False;9;1;0;2;0;1;0;0;0;0;0;0;0;0;0;59;63;63;69;71;58;72;69;79;80;80;75;86;69;67;94;82;40;40;40;40;40;82;2;2;6;2;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;11;11;1;4;2;8;4;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;80
32156;Gabriel Lacerda;LACERDA;32156;146;187;74;25;False;9;1;0;2;0;1;0;0;0;0;0;0;0;0;0;50;57;53;59;64;51;54;56;75;76;76;65;70;68;55;77;74;40;40;40;40;40;65;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;35;35;1;4;1;1;1;1;1;True;True;True;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;69
32262;Alessandro Circati;CIRCATI;32262;162;191;82;22;False;9;1;0;2;0;1;0;0;0;0;0;0;0;0;0;56;62;58;65;63;52;50;54;76;71;73;63;69;66;57;78;73;40;40;40;40;40;68;2;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;8;8;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;68
32353;Luiz Otávio;LUIZ OTAVIO;32353;146;190;84;36;False;9;1;0;2;0;0;0;0;0;0;0;0;0;0;0;60;60;54;59;63;52;57;59;78;78;75;69;64;65;59;82;71;40;40;40;40;40;68;2;2;6;2;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;4;4;3;5;3;3;3;1;1;True;True;False;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;70
