Id;Name;Shirt;Commentary;Country;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;Attacking Prowess;Ball Control;Dribbling;Low Pass;Lofted Pass;Finishing;Place Kicking;Controlled Spin;Header;Defensive Prowess;Ball Winning;Kicking Power;Speed;Explosive Power;Body Control;Physical Contact;Jump;Goalkeeping;Catching;Clearing;Reflexes;Coverage;Stamina;Weak Foot Usage;Weak Foot Acc.;Form;Injury Resistance;P01;P02;P03;P04;P05;P06;P07;S01;S02;S03;S04;S05;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;Celebration 1;Celebration 2;Drib. Hunching;Drib. Arm Move.;Run. Hunching;Run. Arm Move.;Corner Kicks;Free Kicks;Penalty Kick;Edit_Name;Edit_Basics;Edit_Position;Edit_Positions;Edit_Abilities;Edit_PlayerSkills;Edit_PlayingStyle;Edit_COMPlayingStyles;Edit_Movements;Edit_1;Edit_2;Edit_3;Edit_4;Edit_5;Value12;Value13;Value14;OverallStats
4522;C. Ronaldo;RONALDO;4522;228;187;85;40;False;1;12;0;0;0;0;0;0;2;2;1;2;2;2;2;90;85;77;73;73;85;71;77;89;42;42;92;79;78;68;76;94;40;40;40;40;40;72;3;4;5;3;True;True;True;True;False;False;True;True;False;False;True;True;False;True;True;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;109;21;3;8;3;4;4;8;3;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;84
4583;F. Sanguinetti;SANGUINETTI;4583;144;185;71;24;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;42;53;49;57;59;41;53;45;51;53;49;73;66;65;57;73;82;79;69;72;82;81;54;3;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;67
4882;J. Milner;MILNER;4882;204;175;70;39;False;7;5;0;0;2;2;2;2;1;1;1;0;0;0;0;67;77;74;78;80;62;64;75;54;72;73;80;69;65;72;67;62;40;40;40;40;40;77;2;3;5;1;False;False;True;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;True;False;True;62;62;2;6;2;3;3;1;3;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;73
4884;J. Bogle;BOGLE;-1;204;178;69;25;False;11;3;0;1;0;2;0;0;0;2;0;0;0;0;0;64;73;76;71;75;62;59;67;64;69;70;76;82;79;69;73;68;40;40;40;40;40;80;2;2;5;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;38;38;1;5;1;1;1;1;1;True;True;False;True;True;True;False;True;False;False;False;False;False;False;0;-1;0;74
5417;L. Acosta;ACOSTA;5417;144;160;59;31;False;6;8;0;0;0;0;0;1;0;0;2;0;0;2;1;78;83;87;78;77;71;73;75;58;51;55;68;69;85;90;56;57;40;40;40;40;40;84;3;3;5;2;False;True;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;49;49;1;4;2;2;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;79
5518;Raúl Albiol;ALBIOL;5518;236;190;82;40;False;9;1;0;2;0;1;1;0;0;0;0;0;0;0;0;53;72;60;76;73;51;58;55;81;84;85;75;61;58;66;84;77;40;40;40;40;40;71;2;1;6;2;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;20;20;1;6;2;2;3;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;77
6089;Marinho;MARINHO;6089;146;168;64;35;True;4;10;0;0;0;0;0;0;1;2;1;1;2;1;2;70;73;78;62;65;73;71;71;56;44;49;86;75;79;82;73;56;40;40;40;40;40;69;3;4;7;2;True;True;True;True;False;False;False;True;True;True;False;True;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;0;0;1;2;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;69
6265;H. Valdimarsson;VALDIMARSSON;-1;213;188;78;24;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;47;57;48;57;60;47;57;52;51;49;68;77;57;59;61;79;66;77;72;77;80;81;62;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;66;66;1;6;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;66
6317;N. Čavlina;CAVLINA;6317;200;185;74;23;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;49;57;55;62;63;49;56;54;59;58;55;75;60;63;68;75;80;74;73;71;75;74;53;2;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;15;15;1;3;2;5;5;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;64
6480;A. Baroja;BAROJA;6480;153;183;82;36;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;46;56;49;56;57;46;56;47;60;49;49;76;60;58;66;74;81;79;74;76;79;73;60;2;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;115;115;1;4;1;1;6;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;66
6526;L. Podolski;PODOLSKI;6526;210;183;88;40;True;14;8;0;0;0;0;0;0;1;1;2;1;1;2;2;72;75;69;76;77;69;76;76;69;53;54;91;60;57;65;76;70;40;40;40;40;40;70;2;3;5;2;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;True;False;False;False;False;False;True;12;12;2;7;2;1;3;13;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;1;-1;0;68
6577;S. Pavlović;PAVLOVIC;6577;303;195;85;24;True;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;59;71;68;71;73;55;56;58;84;82;82;68;74;62;56;92;84;40;40;40;40;40;75;1;1;5;3;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;3;3;1;5;1;5;3;2;4;True;True;True;True;True;True;True;True;True;False;False;False;False;False;2;-1;0;79
6621;S. Perilli;PERILLI;6621;215;195;76;30;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;46;51;47;53;55;46;51;52;46;49;48;70;62;60;57;83;70;75;73;73;76;79;58;1;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;0;0;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;64
6959;Yuri Lara;YURI LARA;6959;146;173;74;31;False;7;4;0;0;0;0;2;2;0;0;1;0;0;0;0;61;69;65;68;66;64;58;60;69;72;75;71;68;73;72;63;68;40;40;40;40;40;78;2;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;4;4;1;4;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;65
7305;J. Elordi;ELORDI;7305;144;176;70;30;True;11;2;0;0;2;0;0;0;1;0;0;0;0;0;0;60;72;75;64;67;63;58;65;64;64;69;76;72;76;70;64;69;40;40;40;40;40;77;2;3;5;2;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;20;20;2;4;1;3;3;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;69
7318;S. Chergui;CHERGUI;7318;44;185;78;26;False;15;1;0;2;0;1;2;1;0;0;0;0;0;0;0;60;66;63;67;69;55;58;57;62;71;69;60;66;67;63;72;70;40;40;40;40;40;68;2;1;5;2;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;11;11;1;7;1;2;1;16;3;True;True;True;True;True;True;True;True;True;False;False;False;False;False;4;-1;0;63
7474;Nenê;NENE;7474;146;181;70;44;True;5;8;0;0;0;0;0;1;2;2;2;1;1;2;1;69;80;74;78;81;76;77;80;62;45;46;77;57;60;76;67;57;40;40;40;40;40;66;3;4;6;2;True;False;False;False;True;False;True;False;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;False;True;False;False;False;True;False;False;False;False;False;False;71;71;1;5;1;3;1;10;4;True;True;False;True;True;True;False;True;False;False;False;False;False;False;0;-1;0;72
7506;Alfon;ALFON;7506;236;172;60;26;False;4;6;0;0;0;0;0;0;2;2;1;2;2;1;2;75;77;81;67;69;76;68;67;62;54;55;78;84;82;79;62;65;40;40;40;40;40;79;1;2;5;2;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;1;1;1;5;1;5;5;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;75
7511;L. Messi;MESSI;7511;144;170;72;38;True;14;10;0;0;0;0;0;0;0;2;2;0;2;2;2;86;93;95;90;80;85;94;93;50;43;48;76;68;85;94;58;49;40;40;40;40;40;73;1;3;6;2;True;True;True;True;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;100;71;2;8;1;5;5;6;3;True;True;True;True;True;True;False;True;True;False;False;False;False;False;2;-1;0;83
7802;L. Lima;LUCAS LIMA;7802;146;180;77;25;False;7;5;0;0;0;1;2;2;0;1;1;0;0;0;0;61;70;70;68;62;56;60;63;58;60;64;67;73;70;65;67;62;40;40;40;40;40;74;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0;0;1;3;1;2;3;1;3;True;True;True;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;64
7806;M. Satriano;SATRIANO;7806;152;187;75;24;False;14;12;0;0;0;0;0;0;1;1;0;0;0;1;2;81;78;78;62;65;78;64;66;78;47;49;76;77;75;65;76;71;40;40;40;40;40;70;1;2;4;2;True;False;False;False;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;97;97;1;3;3;3;3;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;76
7814;Dante;DANTE;7814;146;189;91;42;True;15;1;0;2;1;0;0;0;0;0;0;0;0;0;0;56;75;62;78;75;52;58;66;82;84;87;69;60;57;57;88;75;40;40;40;40;40;70;2;1;6;1;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;120;120;1;6;3;1;3;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;5;-1;0;77
7823;André Silva;ANDRE SILVA;7823;146;181;74;28;False;2;12;0;0;0;0;0;0;0;0;0;0;0;1;2;76;71;72;63;71;77;63;73;77;50;54;77;78;78;78;64;62;40;40;40;40;40;79;2;1;5;2;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;28;28;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;71
7857;P. Pagis;PAGIS;7857;208;180;70;23;False;4;9;0;0;0;0;0;1;2;1;2;2;2;2;2;76;80;75;71;69;75;72;77;65;53;48;79;75;73;69;67;68;40;40;40;40;40;74;3;2;5;2;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;1;1;3;4;2;3;3;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;70
7873;Y. Fofana;FOFANA;-1;208;185;75;26;False;7;5;0;0;0;0;2;2;1;1;1;0;0;0;0;68;80;77;81;77;65;66;72;69;72;79;79;79;77;73;81;78;40;40;40;40;40;89;2;2;5;3;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;False;True;False;False;True;False;True;110;0;1;4;1;8;4;1;1;True;True;True;True;True;True;True;True;True;False;False;True;False;False;0;-1;0;79
8770;Pedro Cobra;PEDRO COBRA;8770;146;191;72;19;True;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;54;58;62;60;59;52;48;52;50;56;52;62;65;67;66;63;72;70;69;65;73;70;67;2;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0;0;1;2;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;58
8823;P. Guerrero;GUERRERO;8823;151;184;86;41;False;13;12;0;0;0;0;0;0;0;0;0;0;0;2;2;79;78;69;70;64;70;69;72;79;46;48;80;68;67;68;83;77;40;40;40;40;40;69;3;4;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;55;56;1;6;1;5;5;7;1;True;True;False;False;True;True;False;False;True;False;False;False;False;False;0;-1;0;71
8849;E. Mancuso;MANCUSO;8849;144;171;79;26;False;11;3;0;2;0;2;0;0;0;1;0;0;0;0;0;69;70;72;70;69;69;53;67;61;69;74;76;78;76;61;71;70;40;40;40;40;40;79;2;3;7;2;True;False;False;True;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;True;6;6;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;72
8959;D. Padelli;PADELLI;8959;215;191;82;40;True;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;46;54;46;54;58;45;53;49;50;50;48;69;56;55;53;72;73;75;73;72;71;76;58;2;1;4;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0;0;1;5;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;62
9041;J. Herrando;HERRANDO;9041;236;192;77;24;True;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;51;76;59;70;72;51;56;58;85;80;82;73;79;67;56;78;78;40;40;40;40;40;77;2;2;5;2;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;22;22;2;4;1;3;3;3;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;1;-1;0;77
9121;A. Rogel;ROGEL;9121;152;190;84;27;False;10;1;0;2;0;1;0;0;0;0;0;0;0;0;0;63;63;59;65;63;55;54;54;80;77;74;63;68;65;60;80;76;40;40;40;40;40;73;2;2;5;2;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;15;15;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;72
9205;Fabri;FABRI;9205;146;186;76;25;False;1;12;0;0;0;0;0;0;1;0;0;2;0;1;2;73;70;69;65;57;76;65;60;68;48;47;71;82;76;68;78;74;40;40;40;40;40;72;2;2;5;2;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;4;4;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;70
9211;J. Piroe;PIROE;9211;224;185;81;26;True;2;12;0;0;0;0;0;0;0;1;1;0;1;2;2;77;78;69;71;65;81;67;73;70;52;58;85;79;71;65;80;64;40;40;40;40;40;81;2;3;5;3;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;13;13;1;3;1;2;1;1;1;True;True;True;True;True;True;True;True;False;False;False;False;False;False;0;-1;0;74
9226;Pichu Cuéllar;CUELLAR;9226;236;187;76;41;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;43;53;43;54;57;43;53;51;43;45;44;72;57;55;52;71;71;75;77;74;78;75;55;1;1;5;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0;0;3;3;3;3;3;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;64
9238;M. Ramírez;RAMIREZ;9238;144;186;72;30;False;8;5;0;0;0;0;2;2;0;0;0;0;0;0;0;62;70;63;69;69;57;55;61;69;66;65;71;62;59;60;71;63;40;40;40;40;40;70;2;2;4;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;97;97;1;4;1;1;1;5;1;True;True;False;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;62
9332;W. Rivera;RIVERA;9332;129;163;64;22;True;2;12;0;0;0;0;0;1;2;0;1;1;0;1;2;71;67;67;59;57;71;62;65;59;44;47;63;67;74;77;54;55;40;40;40;40;40;68;2;1;5;2;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;0;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;63
9375;Santi Cazorla;CAZORLA;9375;236;168;65;41;False;15;8;0;0;0;0;2;2;2;1;2;2;1;1;0;71;82;78;82;82;71;78;80;56;59;61;74;61;67;86;59;56;40;40;40;40;40;66;4;4;6;1;True;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;21;21;2;7;2;3;3;3;3;True;True;True;True;True;True;True;True;True;False;False;False;False;False;1;-1;0;75
9379;L. Chevalier;CHEVALIER;9379;208;189;78;23;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;51;67;62;74;77;51;67;62;65;65;58;84;66;70;66;84;87;88;86;87;89;90;69;2;2;5;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;0;0;1;2;1;5;1;1;1;True;True;False;False;True;True;True;False;False;False;False;False;False;False;0;-1;0;79
9416;H. Leite;HELTON LEITE;9416;146;196;93;34;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;47;57;53;59;64;47;56;51;52;57;51;79;55;58;57;84;74;80;73;74;82;86;58;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;15;15;1;2;1;1;1;1;1;True;True;False;False;True;True;True;False;False;False;False;False;False;False;0;-1;0;69
9452;J. Tchatchoua;TCHATCHOUA;9452;50;178;79;23;False;7;7;0;0;0;2;0;0;1;2;0;1;2;0;0;66;69;73;66;72;64;57;67;71;62;63;69;87;85;67;73;75;40;40;40;40;40;81;2;2;5;3;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;34;34;1;5;1;3;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;73
11034;Éder;EDER;11034;146;184;79;30;False;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;48;62;57;67;65;46;52;47;76;71;75;57;68;63;67;82;80;40;40;40;40;40;77;2;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;14;14;1;4;1;1;1;1;1;True;True;True;True;True;True;True;False;False;False;False;False;False;False;0;-1;0;72
16346;K. Mitoma;MITOMA;-1;13;178;71;28;False;14;9;0;0;0;0;0;0;2;0;1;2;0;0;0;75;84;88;77;72;78;66;71;59;58;65;75;82;91;84;61;60;40;40;40;40;40;80;2;3;5;2;True;True;True;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;48;0;3;3;3;2;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;79
16728;T. Asano;ASANO;16728;13;173;71;31;False;4;7;0;0;0;0;0;0;1;2;0;2;2;2;2;68;75;79;67;65;76;57;65;59;52;57;77;85;87;80;66;75;40;40;40;40;40;79;2;2;5;2;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;54;54;1;3;1;1;1;1;1;True;True;True;True;True;True;True;True;True;False;False;False;False;False;0;-1;0;74
