ID;Nombre;Posición;media
7857;G. Bourillon;CB;72
7858;Y. Jouffre;RWF;74
7860;J. Clément;DMF;75
7866;L. Obraniak;AMF;71
7873;A. Mvuemba;CMF;74
7878;J. Briand;CF;78
7880;M. Debuchy;RB;77
7927;D. Pratley;CMF;68
7941;S. Carson;GK;74
7946;S. Davis;CMF;77
7959;Fàbregas;CMF;85
7973;J.Antonio Reyes;RWF;77
8032;T. Cahill;CMF;70
8059;Andrea Orlandi;RMF;71
8066;M. Breuer;CB;69
8070;M. El Hamdaoui;CF;73
8165;G. Rodríguez;CB;82
8302;Roberto;GK;69
8310;Javi Fuego;DMF;77
8356;Toño;GK;72
8374;I. Uche;CF;71
8377;Manu del Moral;LWF;69
8405;Xabi Prieto;AMF;78
8408;A. Mcgeady;RWF;75
8421;K. Huntelaar;CF;77
8441;M. Krohn-Dehli;LWF;78
8454;Danny;AMF;78
8557;J. Hartock;GK;62
8572;S. Roudet;AMF;72
8574;H. Lloris;GK;87
8637;A. Anyukov;RB;73
8639;Piqué;CB;87
8662;B. Costil;GK;80
8663;S. Elana;GK;72
8677;B. Grougi;AMF;69
8701;L. Perrin;CB;80
8707;B. Gomis;CF;80
8734;R. Green;GK;74
8757;B. Watson;CMF;72
8760;W. Routledge;LWF;74
8770;L. Bonnefoi;GK;62
8771;M. Storari;GK;74
8817;P. Robinson;CB;66
8822;G. Rossi;CF;76
8823;P. Guerrero;CF;79
8846;A. Dejagah;RMF;75
8849;J. Speroni;GK;73
8851;G. Chiellini;CB;88
8873;A. Lucarelli;CB;70
8878;C. Maggio;RB;76
8920;Momo;LWF;76
8921;Rubén Castro;CF;79
8940;H. Ben Arfa;AMF;80
8944;K. Benzema;CF;87
8957;A. Cerci;RWF;77
8959;D. Padelli;GK;77
8978;S. Handanovič;GK;86
8984;A. Gyan;CF;79
9001;A. Esposito;CB;67
9026;Alexis;CB;76
9028;C. Kum;CB;77
9034;Vágner Love;CF;74
9039;S. Andersen;GK;68
9042;K. Schmeichel;GK;84
9043;P. Bardsley;RB;73
9047;Rodrigo Defendi;CB;68
9060;Bruno Alves;CB;77
9087;J. Peters;CB;73
9095;M. Vorm;GK;79
9115;R. Cohade;CMF;75
9121;J. Leca;GK;76
9124;N. Douchez;GK;74
9133;Pepe;CB;85
9138;João Moutinho;CMF;81
9152;G. Fernández;AMF;73
9155;Casto;GK;71
9167;R. Pasveer;GK;72
9169;K. El Ahmadi;CMF;80
9193;Filipe Luis;LB;86
9210;J. Morrison;CMF;75
9211;A. Taylor;LB;67
9214;Pedro López;RB;71
9226;Pichu Cuéllar;GK;76
9235;Miguel Flaño;CB;71
9242;Raúl García;AMF;83
9244;Moyà;GK;81
9248;A. Consigli;GK;80
9284;M. Zambelli;RB;71
9286;A. Rosati;GK;70
9291;J. Valdés;CMF;74
9308;Diego López;GK;82
9309;Asier Riesgo;GK;73
9317;A. Turan;LWF;82
9333;M. Gobbi;LB;75
9341;M. Gómez;CF;82
9347;C. Adam;CMF;77
9375;Santi Cazorla;CMF;84
9378;Javi García;DMF;80
9379;Rubén;GK;72
9406;Y. Kaboul;CB;75
9418;Y. Gourcuff;AMF;79
9421;H. Bedimo;LB;76
9425;S. Larsson;CMF;74
9428;P. Mcshane;CB;72
9447;D. Wheater;CB;70
9452;N. Onuoha;CB;74
9515;A. Boruc;GK;75
9534;C. Gordon;GK;75
9541;J. Collins;CB;76
9564;D. Barreto;GK;72
9567;C. Bravo;GK;80
9571;A. Rodríguez;CB;74
9584;M. Felgueiras;GK;70
9585;P. Dellafiore;CB;69
9597;J. Pereira;CF;70
9602;J. Djourou;CB;76
9612;J. Valdivia;AMF;78
11034;Edmilson;CF;70
11055;K. Honda;AMF;77
15050;S. Okazaki;CF;78
15097;S. Nishikawa;GK;72
15261;M. Morishige;CB;73
15312;T. Makino;CB;74
15320;S. Kagawa;AMF;81
15329;Thiago Neves;AMF;76
15408;S. Doumbia;CF;77
15416;Lucas Chiaretti;AMF;65
15430;Márcio Araújo;DMF;73
15433;M. Yoshida;CB;78
15446;T. Inui;LWF;79
15527;S. Kurata;LMF;72
15808;H. Sakai;RB;79
15814;Y. Nagatomo;LB;75
15883;D. Suzuki;CB;68
15893;H. Kiyotake;AMF;77
15965;R. Morioka;AMF;75
16020;Y. Kobayashi;RWF;70
16073;M. Špiranović;CB;71
16079;Rafael Marques;CF;73
16245;R. Kruse;RWF;72
16303;Y. Kobayashi;AMF;73
16345;G. Shoji;CB;72
16346;G. Shibasaki;CMF;71
16474;W. Endo;CB;72
16501;Y. Kubo;CF;75
16728;T. Asano;LWF;71
16823;N. Ueda;CB;71
16851;S. Nakajima;AMF;70
30012;D. Capelli;CB;71
30013;M. Motta;RB;68
30044;G. Zuiverloon;RB;71
30057;U. Emanuelson;LMF;72
30059;K. Vermeer;GK;78
30074;J. van Den Berg;CMF;74
30108;Paulo Machado;DMF;72
30113;R. Palacio;CF;77
30117;E. Gutiérrez;CF;71
30122;F. Gago;DMF;78
30173;D. Lugano;CB;72
30186;E. Da Silva;CF;75
30189;V. Behrami;DMF;77
30196;S. Proto;GK;73
30199;Y. Zhirkov;LB;76
30202;M. Umaña;CB;73
30210;Y. Touré;CMF;84
30235;G. Castro;CMF;83
30238;Adriano;LB;75
30277;Llorente;CF;80
30313;Ederson;AMF;74
30315;S. Bamba;CB;72
30316;S. Pouplin;GK;72
30323;K. Gameiro;CF;83
30324;D. Congré;CB;75
30345;M. Dawson;CB;74
30346;E. Hallfreðsson;CMF;76
30367;J. Sorbon;CB;75
30385;Danilo;AMF;73
30429;Jádson;AMF;74
30447;Y. Cabaye;CMF;80
31018;Bruno Gama;RWF;75
31019;Miguel Veloso;DMF;80
31043;V. Casadesús;CF;69
31044;R. Falcao;CF;84
31045;Peña;LB;67
31048;D. Dessena;CMF;75
31052;Fernandinho;DMF;82
31059;D. Chygrynskiy;CB;73
31060;A. Fedetskiy;RB;73
31169;M. Rosenberg;CF;74
31170;D. Basta;RB;79
31221;A. Valencia;RB;83
31325;W. Janssen;CB;75
31378;A. Masiello;CB;78
31380;A. Rosi;RB;74
31381;S. Okaka;CF;78
31483;R. Vlaar;CB;79
31486;Xisco;CF;72
31979;D. Bent;CF;71
32008;W. Kvist;DMF;73
32021;A. Tettey;DMF;73
32028;M. Chrétien;CB;70
32038;J. Brison;LB;71
32046;A. Raggi;CB;77
32062;M. Andreolli;CB;75
32069;M. Fofana;CB;67
32135;W. Hennessey;GK;78
32139;C. Brunt;RMF;77
32152;D. Perquis;CB;71
32156;G. Danic;AMF;69
32159;B. Matuidi;CMF;83
32160;B. Nivet;AMF;71
32189;S. Sorrentino;GK;78
32192;A. Mantovani;CB;68
32199;F. Quagliarella;CF;78
32205;D. Whitehead;CMF;70
32212;D. Murphy;CF;73
32220;L. Baines;LB;82
32234;M. Noble;CMF;77
32262;A. Coda;CB;67
32299;Sherif Ekramy;GK;70
32312;R. Klavan;CB;78
32313;M. Dembélé;CMF;84
32324;A. Cossu;AMF;74
32338;U. Hünemeier;CB;73
32339;N. Şahin;DMF;80
32353;C. Samba;CB;76
32385;G. Cahill;CB;84
32386;J. Ruddy;GK;75
32388;M. Richards;CB;74
32389;T. Huddlestone;DMF;79
32395;S. Lichtsteiner;RB;81
32396;Vasco Fernandes;CB;73
32436;L. López;CF;78
32461;B. Foster;GK;79
32462;L. Diarra;DMF;79
32464;C. Bolaños;RWF;76
32470;Vitolo;DMF;75
32475;E. Enza-Yamissi;DMF;68
32485;T. Krul;GK;78
32491;S. Ireland;AMF;72
32493;E. Lavezzi;LWF;79
32498;M. Lacen;DMF;73
32549;Reginaldo;RWF;66
32559;J. Moulin;GK;70
32561;M. Dabo;RB;72
32566;B. Dramé;LB;73
32568;A. Kantari;CB;72
32578;K. Mirallas;RWF;81
32585;Naldo;CB;80
32586;João Miranda;CB;85
32589;P. Zabaleta;RB;78
32595;Bellvís;LB;67
32598;J. Choplin;CB;69
32607;Nani;RWF;81
32618;L. Schöne;CMF;80
32628;C. Del Grosso;LB;67
32651;D. Biondini;CMF;73
32653;L. Rigoni;CMF;77
32657;J. Gutiérrez;LMF;76
32668;R. Elliot;GK;74
32694;L. Greco;CMF;72
32734;M. Pasqual;LB;76
32764;S. Sirigu;GK;77
32765;M. Andújar;GK;76
32773;A. Barillà;CMF;68
32780;J. Rojas;CB;69
32795;C. Riveros;DMF;73
32806;D. Vaughan;DMF;68
32825;S. Brown;CMF;75
32827;J. Ďurica;CB;77
32828;M. Škrtel;CB;79
32844;R. Jarstein;GK;79
32890;V. Berezutski;CB;75
33029;A. Romao;DMF;72
33041;M. Shojaei;AMF;72
33075;L. De Silvestri;RB;78
33079;L. Bonucci;CB;88
33104;L. Cigarini;DMF;76
33107;A. Bernardini;CB;71
33110;D. Soddimo;LMF;71
33114;C. Zapata;CB;77
33134;L. Giorgi;CMF;70
33146;D. Marcellis;CB;73
33150;R. van Eijden;CB;73
33159;R. Beerens;RWF;74
33185;M. Neuer;GK;91
33194;Sergio Sánchez;CB;73
33198;M. Diamé;AMF;74
33209;Mikel González;CB;73
33210;Agirretxe;CF;77
33218;Jesús Gámez;RB;75
33230;F. Amorebieta;CB;71
33237;David Silva;AMF;87
33238;Sergio Álvarez;GK;78
33250;Barragán;RB;73
33258;S. Aluko;RWF;74
33266;C. Davies;CB;75
33290;S. Gakpé;RWF;74
33291;T. Mangani;CMF;78
33292;L. Agouazi;DMF;66
33301;R. Gurtner;GK;61
33307;Jô;CF;76
33317;Fábio Ferreira;CB;71
33461;R. Raldes;CB;64
33473;W. Flores;DMF;71
33477;J. Arce;RWF;72
33491;G. Torres;CF;65
33604;F. Tissone;CMF;73
33610;D. Holla;CMF;70
33633;G. Higuaín;CF;89
33643;M. Benatia;CB;82
33669;A. Costa;CB;76
33670;F. Della Rocca;CMF;70
33675;A. Mounier;LWF;73
33684;R. Leeuwin;CB;72
33700;T. Walcott;RWF;82
33702;S. Agüero;CF;88
33727;Roberto Jiménez;GK;80
33734;Aduriz;CF;83
33739;Rafinha;AMF;73
33740;Felipe;GK;70
33745;Jonas;SS;83
33759;E. Martins;SS;81
33784;Soldado;CF;79
33799;M. Hamšík;CMF;86
33802;E. Viviano;GK;81
33806;G. Perrulli;LMF;65
33808;F. Campbell;CF;70
33814;D. Tošić;CB;74
33817;G. Bong;LB;73
33857;S. Floccari;CF;74
33874;M. Connolly;CB;71
33876;V. Mannone;GK;74
33878;B. Pereirinha;RB;67
33887;D. Brivio;LB;72
33901;J. Janse;RB;63
33909;C. Gardner;CMF;73
33910;G. Agbonlahor;LWF;70
33916;L. Cattermole;DMF;74
33920;M. Mcglinchey;LWF;67
33940;R. Civelli;CB;76
33944;E. Garay;CB;80
33962;A. Hutchinson;DMF;79
33986;D. Astori;CB;81
33994;V. Anita;RB;73
34002;Kiko Casilla;GK;81
34004;David Barral;CF;71
34005;Álvaro Negredo;CF;78
34007;Borja Valero;CMF;82
34025;J. Maidana;CB;79
34026;N. Domingo;DMF;74
34098;L. Modrić;CMF;89
34104;R. Azofeifa;DMF;76
34108;A. Guardado;CMF;81
34112;N. Rutjes;DMF;65
34128;J. Hyka;AMF;71
34135;Martin Olsson;LB;73
34140;M. Milligan;DMF;73
34431;A. Pyatov;GK;79
34432;B. Džemaili;CMF;77
34437;Ł. Fabiański;GK;80
34461;J. Ledley;CMF;75
34464;O. Vizcarrondo;CB;77
34475;D. Godín;CB;87
34479;R. Cruzado;CMF;73
34487;M. Pinto;GK;71
34488;M. Zenteno;CB;70
34489;G. Jara;CB;77
34491;M. Iturra;DMF;72
34494;A. van Peppen;LB;73
34495;L. Bruins;CMF;71
34513;M. Amalfitano;RWF;75
34536;R. Salin;GK;73
34537;J. Marveaux;DMF;74
34540;K. Ziani;AMF;70
34544;J. Morel;LB;74
34606;P. Baysse;CB;79
34611;D. Payet;LWF;83
34614;S. Sidwell;CMF;71
34626;S. Long;CF;77
34630;A. Federici;GK;73
34638;A. Mariappa;CB;70
34641;A. Young;LMF;78
34657;P. Jagielka;CB;80
34672;S. Quinn;CMF;70
34680;Mateus;LWF;69
34682;Paco Montañés;LWF;69
34698;Michel Bastos;LMF;74
34704;R. Boukari;RWF;65
34750;C. Jallet;RB;76
34772;M. Cassani;RB;71
34781;C. Mulgrew;CB;71
34783;L. Biglia;DMF;83
34784;M. Boussoufa;AMF;77
34786;V. Odjidja-Ofoe;CMF;76
34787;M. Obbadi;CMF;72
34798;M. Antonsson;CB;71
34799;José Fonte;CB;80
34805;M. Valbuena;AMF;80
34813;M. Arnautović;LMF;81
34820;B. van Polen;RB;73
34827;J. Hart;GK;81
34836;M. Da Costa;CB;74
34843;C. Louvion;CB;65
34845;M. Coutadeur;CMF;71
34848;S. Marveaux;AMF;74
34849;R. Danzé;RB;75
34850;P. Diop;DMF;77
34868;Rui Patrício;GK;82
34869;Yannick Djaló;SS;70
34873;Diego Souza;AMF;79
34876;R. Vormer;CMF;76
34878;J. Lens;LWF;78
34881;L. Suárez;CF;92
34882;R. Donk;DMF;76
34892;V. Birsa;AMF;80
34896;D. Bassi;GK;72
34900;Rafael Sóbis;SS;75
34905;J. Vertonghen;CB;84
34908;Marcelo;LB;88
34918;M. Izco;CMF;73
34929;D. d'Ambrosio;RB;79
34938;T. Berni;GK;68
34939;M. Diakité;CB;72
34944;G. Peñalba;CMF;73
34974;A. Ogbonna;CB;80
34979;S. Pesce;CMF;67
34982;C. Marchisio;CMF;85
34991;K.monnet-Paquet;LWF;74
34993;M. Biševac;CB;77
35002;S. Ruffier;GK;80
35006;K. Das Neves;DMF;63
35019;L. Rémy;CF;78
35034;C. Chantôme;DMF;73
35060;P. van Moorsel;AMF;67
35076;M. Sulejmani;LMF;76
35086;E. Pieters;LB;75
35092;Bruno;DMF;83
35097;Adrián;SS;76
35099;C. Fernández;LB;69
35104;de las Cuevas;RMF;70
35108;Javi Martínez;CB;86
35109;Beñat;CMF;82
35110;Nacho Monreal;LB;81
35120;Alfaro;RWF;69
35122;Javi Varas;GK;74
35123;F. Fazio;CB;83
35124;Ó. Trejo;AMF;77
35125;de la Bella;LB;74
35126;G. Herrera;CF;74
35129;Miguel Torres;RB;75
35143;B. Sahar;LWF;72
35165;Kazim-Richards;CF;71
35173;A. Carroll;CF;78
35174;J. Troisi;AMF;74
35180;N. El Zhar;RWF;76
35184;A. Traoré;LB;70
35189;A. Taarabt;AMF;74
35191;A. Granqvist;CB;74
35200;J. Cavalli;AMF;70
35207;David Luiz;CB;84
35216;N. Pareja;CB;80
35219;M. Topal;DMF;80
35226;V. Gabulov;GK;70
35232;V. Torosidis;RB;74
35239;D. Mbokani;CF;78
35243;J. Dátolo;AMF;74
35244;N. Bertolo;LMF;78
35249;M. Caranta;GK;69
35250;É. Banega;AMF;83
35252;M. Rubén;CF;80
35272;Luiz Adriano;CF;78
35281;Muriel;GK;71
35289;M. Janko;CF;75
35321;P. Bengtsson;LB;75
35324;Åhman-Persson;DMF;71
35344;M. Mariga;DMF;70
35394;J. Johansson;CMF;73
35397;P. Wernbloom;DMF;80
35400;R. Sigurðsson;CB;72
35434;H. Droguett;AMF;70
35435;L. Figueroa;RWF;69
35446;M. Pereira;RB;80
35457;M. Torres;AMF;77
35462;Manucho G.;CF;68
35476;Z. Kuzmanović;CMF;74
35477;E. Cavani;CF;87
35481;C. Puggioni;GK;75
35483;L. Grimi;LB;69
35492;A. Jaakkola;GK;63
35496;G. Bale;RWF;90
35498;O. Kucher;CB;75
35499;C. Fuchs;LB;77
35502;Z. Junuzović;AMF;78
35504;A. Mannus;GK;71
35505;J. Evans;CB;78
35508;K. Lafferty;CF;72
35509;V. Ćorluka;CB;78
35514;B. Jokić;LB;73
35518;M. Novakovič;CF;69
35532;S. Defour;CMF;77
35535;Błaszczykowski;RMF;80
35548;Ş. Radu;LB;78
35873;A. Hayashi;GK;72
35876;Azpilicueta;CB;84
35878;Lucas Leiva;DMF;80
35881;M. Pavone;CF;76
35882;M. Zárate;SS;77
36149;Elustondo;CB;73
36156;Javi Guerra;CF;71
36203;M. Suchý;CB;77
36207;B. Dočkal;AMF;73
36213;D. Švento;LB;75
36217;T. Necid;CF;74
36246;C. Erkin;LB;78
36288;G. Wijnaldum;CMF;81
36332;C. Théréau;CF;78
36343;N. Mihaylov;GK;71
36356;P. Kone;CMF;72
36358;Sokratis P.;CB;84
36361;P. Hetemaj;CMF;75
36396;B. Ivanović;CB;81
36431;B. Kayal;CMF;74
36434;L. Refaelov;RWF;74
36435;T. Hemed;CF;75
36556;J. Hernández;CF;80
36599;W. Montillo;SS;72
36625;I. Rakitić;CMF;85
36627;Y. Sommer;GK;83
36659;D. Nugent;CF;71
36666;D. Criscito;CB;80
36671;E. Calaiò;CF;72
36685;Pedro León;RWF;81
36703;D. Ospina;GK;79
36704;C. Zúñiga;LMF;73
36714;A. Vidal;CMF;88
36718;A. Sánchez;LWF;89
36723;P. Quiñónez;DMF;74
36727;F. Muslera;GK;81
36764;A. Kolarov;LB;80
36765;Bojan;SS;76
36766;Mata;AMF;85
36768;F. Forster;GK;77
36769;M. Hummels;CB;87
36770;T. Kroos;CMF;88
36774;Fernando;DMF;77
36788;Adrien Silva;CMF;81
36795;K. Papadopoulos;CB;74
36797;K. Mitroglou;CF;80
36807;M. Jørgensen;CB;76
36817;M. Mandžukić;CF;84
36832;G. Gönül;RB;76
36844;E. Derdiyok;CF;76
36845;M. Morganella;RB;73
36847;F. Frei;CMF;76
36848;V. Stocker;AMF;77
36857;O. Karnezis;GK;80
36867;Fábio Coentrão;LB;75
36870;Aythami Artiles;CB;74
36874;Adrián;CMF;78
36875;Bueno;SS;74
36876;Pablo Hernández;AMF;76
36877;Diego Costa;CF;86
36878;Raúl Fernández;GK;71
36880;Isma López;LB;73
36888;M. Cáceres;CB;80
36893;A. Pearce;CB;73
36895;B. Sharp;CF;70
36896;C. Jerome;CF;72
36918;Diego Alves;GK;82
36938;D. Gorter;LB;70
36941;E. Mulder;GK;74
36943;Cássio;GK;77
36944;S. Rajković;CB;70
36945;Fágner;RB;79
36949;S. Romero;GK;79
36962;R. Koolwijk;CMF;74
36967;N. Amrabat;LWF;79
36986;Y. Gervinho;LWF;80
36988;S. Bouhours;LB;68
36990;Y. Brahimi;LMF;82
36992;F. Lemoine;DMF;77
36998;E. Hazard;LWF;89
37000;A. Rami;CB;80
37015;D. Bakar;RWF;68
37016;V. Muratori;LB;71
37017;M. Sakho;CB;82
37018;D. Digard;DMF;71
37021;Y. Sankhare;CMF;80
37026;S. Mandanda;GK;81
37028;A. Ayew;LWF;80
37030;V. Nogueira;CMF;71
37031;M. Dreyer;GK;66
37032;Y. Benalouane;CB;75
37035;M. Sissoko;RMF;78
37036;C. M'Bengue;LB;75
37039;C. Sánchez;DMF;79
37047;O. Sissoko;GK;66
37052;L. Fejsa;DMF;81
37053;V. Bessat;LB;77
37054;A. Raineau;LB;70
37065;M. Schneiderlin;DMF;82
37066;Q. Othon;DMF;71
37070;A. Weber;CB;75
37078;R. Shawcross;CB;78
37086;M. Kelly;RB;74
37094;D. Sturridge;CF;82
37095;G. Fernandes;DMF;76
37106;Á. Di María;RWF;86
37109;D. Buonanotte;AMF;74
37114;M. Musacchio;CB;82
37129;S. Ujkani;GK;73
37132;E. Cascione;CMF;70
37134;N. Cherubin;CB;73
37140;M. Darmian;LB;79
37144;A. Matri;CF;76
37147;M. Sau;CF;75
37151;A. Diamanti;SS;74
37153;F. Moretti;CMF;64
37155;H. Campagnaro;CB;76
37158;M. Volta;CB;73
37159;A. Poli;CMF;76
37169;M. Rubin;LB;68
37174;S. Iacoponi;RB;67
37185;G. Castro;LWF;77
37186;Granero;CMF;75
37187;Susaeta;RWF;77
37197;S. Padoin;CMF;76
37198;G. Pegolo;GK;73
37201;D. Rose;LB;81
37219;F. Đorđević;CF;76
37250;Leandro Castán;CB;78
37257;P. Tytoń;GK;75
37260;Henrique;DMF;77
37268;A. Paloschi;CF;76
37269;Antunes;LB;77
37271;A. Bogdán;GK;73
37274;D. Simpson;RB;76
37277;San José;DMF;81
37284;D. Gosling;CMF;74
37286;J. Rodwell;DMF;76
37289;J. Steele;GK;69
37291;A. Begović;GK;80
37293;C. Gunter;RB;75
37294;J. Tomkins;CB;77
37299;D. Cacia;CF;72
37304;C. Stuani;RMF;73
37306;M. Balotelli;CF;81
37307;F. Bolzoni;CMF;67
37314;Vitor Gomes;CMF;73
37323;I. Radovanović;DMF;78
37327;L. Antonelli;LB;78
37330;L. Rossettini;CB;77
37336;A. Candreva;RMF;83
37337;M. Isla;RMF;76
37338;L. Mchedlidze;CF;75
37343;N. Navarro;GK;70
37345;F. Di Santo;CF;75
37346;J. Karacan;CMF;65
37359;Kiko Olivas;CB;66
37377;A. Fernández;GK;75
37379;Kike Sola;CF;69
37383;Iborra;DMF;80
37388;Sergio Asenjo;GK;83
37391;Alberto García;GK;70
37398;K. Mangane;CB;71
37403;Y. M'Vila;DMF;78
37414;S. Privat;CF;75
37416;E. Capoue;DMF;79
37422;M. Pjanić;CMF;85
37429;van der Heijden;CB;77
37430;S. de Jong;AMF;77
37431;J. Goossens;LMF;72
37433;L. Fer;CMF;77
37436;T. Matavž;CF;75
37437;H. Moreno;CB;80
37438;M. Vejinovic;CMF;75
37440;A. Gunnarsson;CMF;75
37445;E. Duplan;RWF;72
37448;A. Büttner;LB;75
37470;G. Gillet;DMF;80
37477;S. Naismith;SS;76
37496;P. Tachtsidis;DMF;77
37499;H. Balta;CB;77
37506;J. García;GK;73
37509;F. Monzón;LB;73
37510;P. Mouche;SS;75
37511;F. Roncaglia;CB;79
37512;G. Cabral;CB;78
37522;Rabiola;CF;69
37527;N. Tomović;CB;76
37531;G. Denis;CF;74
37534;N. Asare;CB;76
37536;K. Asamoah;LB;80
37601;O. Merlo;CB;70
