ID;Nombre;Equipo;Liga;Nacionalidad;Posición;media_real;media_decimal;media;error;error_abs;error_decimal;error_decimal_abs;rango_media_real;prediction_status
100358;F. Viviani;SPAL;Italian League;Italy;DMF;76;73,86612936777973;74;-2;2;-2,1338706322202654;2,1338706322202654;70-79;ok_calibrated
8310;Javi Fuego;Villarreal;Spanish League;Spain;DMF;77;74,88143828849284;75;-2;2;-2,118561711507155;2,118561711507155;70-79;ok_calibrated
1638;Zé Roberto;Palmeiras;Brazilian League;Brazil;LB;75;77,11305627984089;77;2;2;2,1130562798408903;2,1130562798408903;70-79;ok_calibrated
109005;J. Kimmich;Free;;Germany;CMF;83;80,89690728833988;81;-2;2;-2,103092711660125;2,103092711660125;80-89;ok_calibrated
1073800311;M. Kosimov;FK Bunyodkor;AFC Champions League;Uzbekistan;DMF;58;55,9562933251088;56;-2;2;-2,0437066748911974;2,0437066748911974;00-59;ok_calibrated
105978;Y. Ideguchi;Cultural y Deportiva Leonesa;Spanish 2nd division;Japan;CMF;69;71,04049587762613;71;2;2;2,040495877626128;2,040495877626128;60-69;ok_calibrated
118095;G. Koyalipou;Chamois Niortais FC;Ligue 2;France;CF;70;72,0341494010218;72;2;2;2,034149401021807;2,034149401021807;70-79;ok_calibrated
102389;R. Walter;ESTAC Troyes;Ligue 1;France;DMF;74;76,03015162469423;76;2;2;2,030151624694227;2,030151624694227;70-79;ok_calibrated
41136;G. Mandjeck;FC Metz;Ligue 1;Cameroon;DMF;73;75,02645259811743;75;2;2;2,02645259811743;2,02645259811743;70-79;ok_calibrated
46428;Bruno N.;CD Feirense;Portugal League;Brazil;CB;68;65,97628734436303;66;-2;2;-2,0237126556369702;2,0237126556369702;60-69;ok_calibrated
60427;R. Azeez;CD Lugo;Spanish 2nd division;Nigeria;CMF;68;65,99869712549875;66;-2;2;-2,001302874501249;2,001302874501249;60-69;ok_calibrated
104702;L. Baker;Middlesbrough;English 2nd division;England;CMF;76;73,99978531203335;74;-2;2;-2,000214687966647;2,000214687966647;70-79;ok_calibrated
110657;Á. Nagy;Bologna;Italian League;Hungary;DMF;76;74,0096259945431;74;-2;2;-1,9903740054569;1,9903740054569;70-79;ok_calibrated
372801;Q. Price;Free;;Hungary;DMF;76;74,0096259945431;74;-2;2;-1,9903740054569;1,9903740054569;70-79;ok_calibrated
42549;J. Guðmundsson;Burnley;English League;Iceland;RWF;76;74,0132756931809;74;-2;2;-1,9867243068190987;1,9867243068190987;70-79;ok_calibrated
54677;G. Addinsell;Xakoulagos;PEU League;Romania;RB;52;53,973780133298376;54;2;2;1,9737801332983764;1,9737801332983764;00-59;ok_calibrated
47551;O. Hiljemark;Genoa;Italian League;Sweden;CMF;78;76,0262260100937;76;-2;2;-1,9737739899063058;1,9737739899063058;70-79;ok_calibrated
44708;J. Vela;Bolton Wanderers;English 2nd division;England;DMF;68;69,97249362384663;70;2;2;1,9724936238466313;1,9724936238466313;60-69;ok_calibrated
6093;R. Haemhouts;NAC Breda;Eredivisie;Belgium;AMF;69;70,96884109472187;71;2;2;1,968841094721867;1,968841094721867;60-69;ok_calibrated
39364;C. Noboa;Free;;Ecuador;CMF;79;77,04930463830556;77;-2;2;-1,950695361694443;1,950695361694443;70-79;ok_calibrated
53786;L. Moorby;Herismakhgia;PEU League;Greece;DMF;67;68,94265934959769;69;2;2;1,9426593495976903;1,9426593495976903;60-69;ok_calibrated
101785;N. Yennaris;Brentford;English 2nd division;England;DMF;68;69,9388338682161;70;2;2;1,9388338682160935;1,9388338682160935;60-69;ok_calibrated
109609;G. Celis;Vitória Guimarães;Portugal League;Colombia;DMF;71;72,93752386831417;73;2;2;1,9375238683141731;1,9375238683141731;70-79;ok_calibrated
110860;F. Cobos;Godoy Cruz;Argentine League;Argentina;LB;72;73,92987822319557;74;2;2;1,9298782231955727;1,9298782231955727;70-79;ok_calibrated
101072;Sandro Ramírez;Sevilla FC;Spanish League;Spain;CF;81;79,0750363493492;79;-2;2;-1,9249636506507954;1,9249636506507954;80-89;ok_calibrated
308345;D. Mata;SC Internacional;Other Teams (Latin America);Brazil;CF;78;76,08144743449301;76;-2;2;-1,9185525655069853;1,9185525655069853;70-79;ok_calibrated
54445;G. Strada;Lengerblitz;PEU League;Italy;DMF;63;64,91688387557127;65;2;2;1,9168838755712727;1,9168838755712727;60-69;ok_calibrated
58365;A. Debon;Huerpojauza;Other Teams (Latin America);Venezuela;DMF;63;64,91688387557127;65;2;2;1,9168838755712727;1,9168838755712727;60-69;ok_calibrated
114299;Alejandro Pozo;Sevilla Atlético;Spanish 2nd division;Spain;AMF;64;65,9106529727119;66;2;2;1,910652972711901;1,910652972711901;60-69;ok_calibrated
58111;M. Punal;Chequebero;Other Teams (Latin America);Mexico;DMF;69;70,90973130372164;71;2;2;1,9097313037216423;1,9097313037216423;60-69;ok_calibrated
47374;P. Zieliński;Napoli;Italian League;Poland;CMF;82;80,10877361316535;80;-2;2;-1,8912263868346457;1,8912263868346457;80-89;ok_calibrated
54674;M. Best;Xakoulagos;PEU League;Greece;CB;49;47,109442137240045;47;-2;2;-1,8905578627599553;1,8905578627599553;00-59;ok_calibrated
101955;F. Pizzini;Independiente;Argentine League;Argentina;LWF;71;72,88472899395072;73;2;2;1,8847289939507164;1,8847289939507164;70-79;ok_calibrated
47533;A. Doucouré;Watford;English League;France;CMF;76;77,88079150103583;78;2;2;1,88079150103583;1,88079150103583;70-79;ok_calibrated
42455;Ganso;Sevilla FC;Spanish League;Brazil;AMF;79;80,88006019020706;81;2;2;1,880060190207061;1,880060190207061;70-79;ok_calibrated
54406;S. de Boer;Kriedbach;PEU League;Netherlands;GK;57;55,13817877902059;55;-2;2;-1,861821220979408;1,861821220979408;00-59;ok_calibrated
54751;B. Valkare;Saintragler;PEU League;Sweden;GK;57;55,13817877902059;55;-2;2;-1,861821220979408;1,861821220979408;00-59;ok_calibrated
63739;P. Ntep;AS Saint-Étienne;Ligue 1;France;LWF;77;78,84440699828303;79;2;2;1,8444069982830342;1,8444069982830342;70-79;ok_calibrated
116365;G. Dzhikiya;FK Spartak Moskva;Other European Teams;Russia;CB;79;77,16010627033356;77;-2;2;-1,8398937296664428;1,8398937296664428;70-79;ok_calibrated
113891;B. Diakité;Chamois Niortais FC;Ligue 2;France;CMF;68;66,16036015170954;66;-2;2;-1,8396398482904601;1,8396398482904601;60-69;ok_calibrated
41570;D. González;Racing Club;Argentine League;Argentina;CMF;76;77,82837027951973;78;2;2;1,8283702795197314;1,8283702795197314;70-79;ok_calibrated
112460;S. Miangue;Cagliari Calcio;Italian League;Belgium;LB;71;72,8251362914718;73;2;2;1,825136291471793;1,825136291471793;70-79;ok_calibrated
47680;M. Klich;FC Utrecht;Eredivisie;Poland;CMF;76;74,17488095856244;74;-2;2;-1,82511904143756;1,82511904143756;70-79;ok_calibrated
54722;T. Faria;Serignaluca;PEU League;Brazil;DMF;70;71,82498328259196;72;2;2;1,8249832825919583;1,8249832825919583;70-79;ok_calibrated
113240;D. Cools;Club Brugge;Other European Teams;Belgium;RB;67;68,82042387394196;69;2;2;1,8204238739419623;1,8204238739419623;60-69;ok_calibrated
61148;Antonio Cotán;Real Valladolid;Spanish 2nd division;Spain;CMF;72;73,81936055713128;74;2;2;1,8193605571312759;1,8193605571312759;70-79;ok_calibrated
102149;A. Dona N'Doh;Chamois Niortais FC;Ligue 2;Cameroon;CF;68;69,81876413671293;70;2;2;1,8187641367129288;1,8187641367129288;60-69;ok_calibrated
109919;D. Poha;US Orleans;Ligue 2;France;CMF;71;72,81700227750223;73;2;2;1,817002277502226;1,817002277502226;70-79;ok_calibrated
1073800687;W. Bakhashwain;Al Ahli SC (Jeddah);AFC Champions League;Saudi Arabia;DMF;70;68,18366984334966;68;-2;2;-1,8163301566503378;1,8163301566503378;70-79;ok_calibrated
110476;B. Cufré;Vélez Sarsfield;Argentine League;Argentina;LB;69;70,81487541597285;71;2;2;1,8148754159728497;1,8148754159728497;60-69;ok_calibrated
112534;Edgar Badía;CF Reus Deportiu;Spanish 2nd division;Spain;GK;70;71,81025107483221;72;2;2;1,810251074832209;1,810251074832209;70-79;ok_calibrated
264275;A. Mayer;European Classics;Classic Teams;France;CB;84;85,808970440276;86;2;2;1,8089704402759992;1,8089704402759992;80-89;ok_calibrated
46490;J. Faussurier;Stade Brestois 29;Ligue 2;France;RB;68;69,80545067805781;70;2;2;1,8054506780578095;1,8054506780578095;60-69;ok_calibrated
55420;G. Peiffer;PES United;PEU League;Germany;LWF;71;72,80413430213287;73;2;2;1,8041343021328657;1,8041343021328657;70-79;ok_calibrated
9210;J. Morrison;West Bromwich Albion;English League;Scotland;CMF;75;76,79393829044744;77;2;2;1,7939382904474428;1,7939382904474428;70-79;ok_calibrated
104268;I. Rossi;CA River Plate;Argentine League;Argentina;DMF;69;70,79286764346423;71;2;2;1,792867643464234;1,792867643464234;60-69;ok_calibrated
1073800703;Mahmood Al Mas;Al Ain Scc;AFC Champions League;UAE;GK;63;61,20742407779446;61;-2;2;-1,7925759222055433;1,7925759222055433;60-69;ok_calibrated
39226;S. Corchia;Sevilla FC;Spanish League;France;RB;78;76,20904252447302;76;-2;2;-1,7909574755269801;1,7909574755269801;70-79;ok_calibrated
322105;A. Dorronsoro;Free;;Honduras;AMF;73;71,21709709108195;71;-2;2;-1,7829029089180466;1,7829029089180466;70-79;ok_calibrated
41451;C. Aránguiz;Free;;Chile;CMF;79;77,21955082810295;77;-2;2;-1,7804491718970468;1,7804491718970468;70-79;ok_calibrated
61703;M. Sayouba;Free;;Côte d'Ivoire;GK;75;76,77614649391654;77;2;2;1,7761464939165421;1,7761464939165421;70-79;ok_calibrated
57744;G. Taylor;Quarpelather City;Other European Teams;Scotland;CMF;67;68,77546885752714;69;2;2;1,7754688575271445;1,7754688575271445;60-69;ok_calibrated
54414;A. Lazaro;Kriedbach;PEU League;Argentina;AMF;66;67,7712012365632;68;2;2;1,7712012365632006;1,7712012365632006;60-69;ok_calibrated
54759;I. Cotelo;Saintragler;PEU League;Honduras;AMF;66;67,7712012365632;68;2;2;1,7712012365632006;1,7712012365632006;60-69;ok_calibrated
117837;G. Deneuve;Bourg en Bresse 01;Ligue 2;France;GK;69;70,7684199437429;71;2;2;1,7684199437428987;1,7684199437428987;60-69;ok_calibrated
102757;K. Koulibaly;Napoli;Italian League;Senegal;CB;84;82,24035673086446;82;-2;2;-1,7596432691355375;1,7596432691355375;80-89;ok_calibrated
364901;Y. Deldevez;Free;;Senegal;CB;84;82,24035673086446;82;-2;2;-1,7596432691355375;1,7596432691355375;80-89;ok_calibrated
315553;Q. Prim;SC Bastia;Ligue 2;Paraguay;CF;59;60,753865170848236;61;2;2;1,7538651708482362;1,7538651708482362;00-59;ok_calibrated
320872;P. Tavora;Grêmio;Brazilian League;Brazil;RWF;73;74,75328907834435;75;2;2;1,753289078344352;1,753289078344352;70-79;ok_calibrated
59842;M. Sanson;Olympique de Marseille;Ligue 1;France;CMF;81;79,2487925571629;79;-2;2;-1,7512074428370994;1,7512074428370994;80-89;ok_calibrated
58640;E. Zukanović;Genoa;Italian League;Bosnia and Herzegovina;CB;78;76,25003979874417;76;-2;2;-1,7499602012558313;1,7499602012558313;70-79;ok_calibrated
320784;T. Paravac;Free;;Bosnia and Herzegovina;CB;78;76,25003979874417;76;-2;2;-1,7499602012558313;1,7499602012558313;70-79;ok_calibrated
38843;E. Mangala;Everton;English League;France;CB;80;78,2544847934574;78;-2;2;-1,7455152065426063;1,7455152065426063;80-89;ok_calibrated
56044;G. Rois;Nuerrujiyo;PLA League;Ecuador;GK;59;57,25604520529056;57;-2;2;-1,7439547947094383;1,7439547947094383;00-59;ok_calibrated
102218;M. Benítez;Belgrano;Argentine League;Argentina;LB;73;74,72447991579575;75;2;2;1,7244799157957544;1,7244799157957544;70-79;ok_calibrated
100304;L. Lollo;Empoli FC;Italian 2nd division;Italy;CMF;73;71,2776023015192;71;-2;2;-1,7223976984808047;1,7223976984808047;70-79;ok_calibrated
377191;P. Figueira;Grêmio;Brazilian League;Brazil;CMF;73;74,72196559217063;75;2;2;1,7219655921706334;1,7219655921706334;70-79;ok_calibrated
108988;J. Mexique;Tours FC;Ligue 2;France;DMF;70;71,71434499072822;72;2;2;1,7143449907282218;1,7143449907282218;70-79;ok_calibrated
119780;D. Stuardo;Universidad Concepción;Chilean League;Brazil;GK;57;55,29530023578151;55;-2;2;-1,7046997642184891;1,7046997642184891;00-59;ok_calibrated
122013;M. Vidovšek;Pescara;Italian 2nd division;Slovenia;GK;57;55,29530023578151;55;-2;2;-1,7046997642184891;1,7046997642184891;00-59;ok_calibrated
122731;J. Bruce;Bourg en Bresse 01;Ligue 2;France;GK;57;58,702030836073384;59;2;2;1,7020308360733836;1,7020308360733836;00-59;ok_calibrated
60847;J. Seri;OGC Nice;Ligue 1;Côte d'Ivoire;CMF;83;81,299107345032;81;-2;2;-1,7008926549680012;1,7008926549680012;80-89;ok_calibrated
264478;L. Sotomaior;World Classics;Classic Teams;Brazil;DMF;84;82,30248539247613;82;-2;2;-1,6975146075238712;1,6975146075238712;80-89;ok_calibrated
6500;S. Riether;FC Schalke 04;Other European Teams;Germany;RB;73;74,69657668100778;75;2;2;1,6965766810077838;1,6965766810077838;70-79;ok_calibrated
118971;E. Lamprou;Olympiakos Piraeus;Other European Teams;Greece;DMF;56;54,30346538927981;54;-2;2;-1,6965346107201924;1,6965346107201924;00-59;ok_calibrated
44354;K. Barbarouses;Free;;New Zealand;RWF;76;74,30559054050764;74;-2;2;-1,6944094594923627;1,6944094594923627;70-79;ok_calibrated
110434;Julen López;SD Eibar;Spanish League;Spain;CB;67;65,3089178994124;65;-2;2;-1,6910821005875931;1,6910821005875931;60-69;ok_calibrated
47221;V. Viola;San Lorenzo;Argentine League;Argentina;SS;70;71,6879686010908;72;2;2;1,6879686010908017;1,6879686010908017;70-79;ok_calibrated
41163;E. Pérez;CA River Plate;Argentine League;Argentina;CMF;80;78,31234286657107;78;-2;2;-1,687657133428928;1,687657133428928;80-89;ok_calibrated
54381;K. Pavliv;Fineseeberg;PEU League;Ukraine;CF;66;67,68605309712349;68;2;2;1,6860530971234908;1,6860530971234908;60-69;ok_calibrated
61531;M. Lemos;U.S. Sassuolo;Italian League;Uruguay;CB;79;77,31430605529249;77;-2;2;-1,6856939447075092;1,6856939447075092;70-79;ok_calibrated
55427;O. Lincke;WE United;PAS League;Switzerland;LB;72;73,68483506586449;74;2;2;1,6848350658644904;1,6848350658644904;70-79;ok_calibrated
48069;D. Bejarano;Free;;Bolivia;RB;66;67,6801550507154;68;2;2;1,680155050715399;1,680155050715399;60-69;ok_calibrated
110076;M. Butcher;Bournemouth;English League;England;DMF;62;60,32801927158724;60;-2;2;-1,6719807284127626;1,6719807284127626;60-69;ok_calibrated
110373;F. Selemani;AC Ajaccio;Ligue 2;France;RB;64;65,67034713993527;66;2;2;1,6703471399352736;1,6703471399352736;60-69;ok_calibrated
1073786071;Marcelo Toscano;Jeju United;AFC Champions League;Brazil;CF;73;74,67011423145031;75;2;2;1,670114231450313;1,670114231450313;70-79;ok_calibrated
54790;F. Impey;Blookrows;PEU League;United States;DMF;64;65,6699801490658;66;2;2;1,6699801490657933;1,6699801490657933;60-69;ok_calibrated
54676;K. Boorman;Xakoulagos;PEU League;Greece;RB;54;52,33076938179732;52;-2;2;-1,6692306182026826;1,6692306182026826;00-59;ok_calibrated
60394;Luís Gustavo;CF Reus Deportiu;Spanish 2nd division;Portugal;DMF;66;64,33273775709567;64;-2;2;-1,6672622429043287;1,6672622429043287;60-69;ok_calibrated
32668;R. Elliot;Newcastle United;English League;Ireland;GK;74;75,66696201344365;76;2;2;1,6669620134436514;1,6669620134436514;70-79;ok_calibrated
30189;V. Behrami;Udinese;Italian League;Switzerland;DMF;77;75,33722369313017;75;-2;2;-1,66277630686983;1,66277630686983;70-79;ok_calibrated
1073747731;M. Rahmati;Esteghlal FC;AFC Champions League;Iran;GK;62;60,340142943204086;60;-2;2;-1,6598570567959143;1,6598570567959143;60-69;ok_calibrated
34805;M. Valbuena;Fenerbahçe SK;Other European Teams;France;AMF;80;78,34220008226164;78;-2;2;-1,6577999177383589;1,6577999177383589;80-89;ok_calibrated
54701;P. Noronha;Marguaparrena;PEU League;Brazil;LWF;56;57,65496366444524;58;2;2;1,6549636644452406;1,6549636644452406;00-59;ok_calibrated
47659;C. Beauvue;CD Leganés;Spanish League;France;LWF;71;72,65176285160105;73;2;2;1,651762851601049;1,651762851601049;70-79;ok_calibrated
54379;D. Moreau;Fineseeberg;PEU League;France;AMF;69;70,65167741873815;71;2;2;1,6516774187381458;1,6516774187381458;60-69;ok_calibrated
267874;F. Hyatt;Free;;Hungary;CMF;75;76,64751238434489;77;2;2;1,6475123843448927;1,6475123843448927;70-79;ok_calibrated
116660;Chatzigiovannis;Panathinaikos FC;Other European Teams;Greece;RWF;64;62,35312312830998;62;-2;2;-1,6468768716900186;1,6468768716900186;60-69;ok_calibrated
101737;Jeffry Fortes;SBV Excelsior;Eredivisie;Netherlands;DMF;73;74,64524997815762;75;2;2;1,6452499781576222;1,6452499781576222;70-79;ok_calibrated
41079;Omar Ramos;CD Leganés;Spanish League;Spain;LWF;75;73,35577922537921;73;-2;2;-1,6442207746207913;1,6442207746207913;70-79;ok_calibrated
110728;Óscar Pinchi;Deportivo La Coruña;Spanish League;Spain;CMF;68;69,64376210126647;70;2;2;1,643762101266475;1,643762101266475;60-69;ok_calibrated
55439;J. Navarro;WE United;PAS League;Poland;DMF;68;69,64297653021644;70;2;2;1,642976530216444;1,642976530216444;60-69;ok_calibrated
111282;D. Zabala;Unión Santa Fe;Argentine League;Uruguay;RMF;69;70,6415005747313;71;2;2;1,641500574731296;1,641500574731296;60-69;ok_calibrated
59178;L. Cabrera;Audax Italiano;Chilean League;Chile;DMF;65;63,35903140199039;63;-2;2;-1,6409685980096071;1,6409685980096071;60-69;ok_calibrated
266945;Guixiang Xu;Free;;China;DMF;66;67,63382491099465;68;2;2;1,6338249109946474;1,6338249109946474;60-69;ok_calibrated
1073746625;Zheng Zhi;Guangzhou Evergrande;AFC Champions League;China;DMF;66;67,63382491099465;68;2;2;1,6338249109946474;1,6338249109946474;60-69;ok_calibrated
55041;F. Zayd;Moratyadi;PAS League;Saudi Arabia;DMF;79;77,36656544121219;77;-2;2;-1,6334345587878119;1,6334345587878119;70-79;ok_calibrated
40638;L. Marrone;Bari;Italian 2nd division;Italy;DMF;74;72,36870513360533;72;-2;2;-1,6312948663946685;1,6312948663946685;70-79;ok_calibrated
55403;P. Lucienbonnet;PES United;PEU League;Cameroon;RB;79;77,37394372420748;77;-2;2;-1,6260562757925214;1,6260562757925214;70-79;ok_calibrated
53795;D. Macaulay;Herismakhgia;PEU League;Cyprus;DMF;57;55,37494491923873;55;-2;2;-1,6250550807612711;1,6250550807612711;00-59;ok_calibrated
59646;D. Kourmpelis;Panathinaikos FC;Other European Teams;Greece;DMF;69;70,62382153955281;71;2;2;1,6238215395528073;1,6238215395528073;60-69;ok_calibrated
54420;R. Drechsler;Kriedbach;PEU League;Germany;CB;61;62,622599526607154;63;2;2;1,6225995266071536;1,6225995266071536;60-69;ok_calibrated
54765;G. Broughall;Saintragler;PEU League;England;CB;61;62,622599526607154;63;2;2;1,6225995266071536;1,6225995266071536;60-69;ok_calibrated
103551;J. Andersen;Sampdoria;Italian League;Denmark;CB;70;71,6211657149557;72;2;2;1,6211657149556942;1,6211657149556942;70-79;ok_calibrated
101386;K. Kampl;Rasen Ballsport Leipzig;Other European Teams;Slovenia;CMF;81;79,38287975923127;79;-2;2;-1,6171202407687275;1,6171202407687275;80-89;ok_calibrated
374485;R. Bridger;Free;;Iran;RMF;70;71,61638124859954;72;2;2;1,616381248599538;1,616381248599538;70-79;ok_calibrated
111451;Joel Castro;Manchester United;English League;Portugal;GK;69;70,61356504612694;71;2;2;1,6135650461269364;1,6135650461269364;60-69;ok_calibrated
106767;T. Foket;Gent;Other European Teams;Belgium;RMF;76;74,38874364391361;74;-2;2;-1,6112563560863862;1,6112563560863862;70-79;ok_calibrated
100334;R. Bianco;Perugia;Italian 2nd division;Italy;CMF;72;70,38874622232483;70;-2;2;-1,6112537776751736;1,6112537776751736;70-79;ok_calibrated
111286;M. García;Arsenal F.C.;Argentine League;Argentina;CMF;66;64,38883967268492;64;-2;2;-1,6111603273150763;1,6111603273150763;60-69;ok_calibrated
102105;A. Abrashi;Free;;Albania;DMF;75;76,60786245696609;77;2;2;1,6078624569660889;1,6078624569660889;70-79;ok_calibrated
41428;M. Díaz;Free;;Chile;DMF;78;76,39315380424044;76;-2;2;-1,6068461957595588;1,6068461957595588;70-79;ok_calibrated
114345;Yan;Coritiba FC;Brazilian League;Brazil;CMF;56;57,60622398570342;58;2;2;1,6062239857034228;1,6062239857034228;00-59;ok_calibrated
100992;M. Berg;Free;;Sweden;CF;79;80,60613108845405;81;2;2;1,606131088454049;1,606131088454049;70-79;ok_calibrated
111242;Jorginho;GD Chaves;Portugal League;Portugal;RWF;69;70,6051437592839;71;2;2;1,605143759283905;1,605143759283905;60-69;ok_calibrated
112462;Joca;Tondela;Portugal League;Portugal;RWF;72;73,60117707206041;74;2;2;1,601177072060409;1,601177072060409;70-79;ok_calibrated
100092;A. Ligi;Carpi FC;Italian 2nd division;Italy;CB;66;64,40255064341925;64;-2;2;-1,5974493565807535;1,5974493565807535;60-69;ok_calibrated
105162;N. Pelaitay;San Martín San Juan;Argentine League;Argentina;CMF;66;64,40452852770095;64;-2;2;-1,595471472299053;1,595471472299053;60-69;ok_calibrated
37429;van der Heijden;Feyenoord Rotterdam;Eredivisie;Netherlands;CB;77;75,40653355834901;75;-2;2;-1,593466441650989;1,593466441650989;70-79;ok_calibrated
113678;A. Bakayoko;FC Sochaux Montbéliard;Ligue 2;France;RWF;59;60,5923273817121;61;2;2;1,5923273817121029;1,5923273817121029;00-59;ok_calibrated
32396;Vasco Fernandes;Vitória Setúbal;Portugal League;Portugal;CB;73;74,58935252003077;75;2;2;1,589352520030772;1,589352520030772;70-79;ok_calibrated
63260;S. Dubarbier;Estudiantes;Argentine League;Argentina;LB;72;70,41205800565452;70;-2;2;-1,5879419943454849;1,5879419943454849;70-79;ok_calibrated
38190;R. Boudebouz;Real Betis;Spanish League;Algeria;AMF;80;78,4138026882535;78;-2;2;-1,5861973117465027;1,5861973117465027;80-89;ok_calibrated
118672;N. Kakkoev;FK Zenit St. Petersburg;Other European Teams;Russia;CB;62;63,58102985485707;64;2;2;1,5810298548570714;1,5810298548570714;60-69;ok_calibrated
1073857239;Soon-Hyung Kwon;Jeju United;AFC Champions League;South Korea;DMF;66;67,5717240746801;68;2;2;1,5717240746801053;1,5717240746801053;60-69;ok_calibrated
100694;Sergio Mora;Getafe CF;Spanish League;Spain;CMF;68;66,42998788017425;66;-2;2;-1,5700121198257477;1,5700121198257477;60-69;ok_calibrated
42177;P. Pérez;CA Boca Juniors;Argentine League;Argentina;CMF;78;79,5679434607004;80;2;2;1,5679434607004055;1,5679434607004055;70-79;ok_calibrated
